image,populated,shottype
/f/fabric_store/00000005.jpg,5,5
/f/fabric_store/00000006.jpg,1,6
/f/fabric_store/00000008.jpg,1,0
/f/fabric_store/00000009.jpg,3,0
/f/fabric_store/00000011.jpg,5,8
/f/fabric_store/00000013.jpg,3,5
/f/fabric_store/00000016.jpg,1,5
/f/fabric_store/00000017.jpg,1,8
/f/fabric_store/00000019.jpg,1,9
/f/fabric_store/00000020.jpg,3,8
/f/fabric_store/00000021.jpg,1,9
/f/fabric_store/00000023.jpg,3,8
/f/fabric_store/00000028.jpg,5,9
/f/fabric_store/00000030.jpg,5,8
/f/fabric_store/00000032.jpg,1,9
/f/fabric_store/00000034.jpg,4,7
/f/fabric_store/00000037.jpg,1,9
/f/fabric_store/00000040.jpg,2,0
/f/fabric_store/00000044.jpg,5,8
/f/fabric_store/00000051.jpg,1,8
/f/fabric_store/00000053.jpg,1,8
/f/fabric_store/00000054.jpg,3,6
/f/fabric_store/00000056.jpg,3,8
/f/fabric_store/00000058.jpg,4,8
/f/fabric_store/00000059.jpg,5,6
/f/fabric_store/00000060.jpg,3,9
/f/fabric_store/00000062.jpg,3,2
/f/fabric_store/00000068.jpg,5,7
/f/fabric_store/00000069.jpg,3,6
/f/fabric_store/00000073.jpg,5,6
/f/fabric_store/00000074.jpg,1,9
/f/fabric_store/00000076.jpg,3,0
/f/fabric_store/00000077.jpg,1,7
/f/fabric_store/00000078.jpg,3,0
/f/fabric_store/00000079.jpg,5,8
/f/fabric_store/00000080.jpg,4,9
/f/fabric_store/00000081.jpg,5,6
/f/fabric_store/00000082.jpg,3,5
/f/fabric_store/00000083.jpg,5,5
/f/fabric_store/00000084.jpg,5,5
/f/fabric_store/00000085.jpg,4,8
/f/fabric_store/00000087.jpg,4,6
/f/fabric_store/00000090.jpg,3,3
/f/fabric_store/00000093.jpg,3,8
/f/fabric_store/00000094.jpg,3,0
/f/fabric_store/00000095.jpg,3,2
/f/fabric_store/00000097.jpg,2,0
/f/fabric_store/00000101.jpg,1,9
/f/fabric_store/00000107.jpg,3,6
/f/fabric_store/00000108.jpg,3,0
/f/fabric_store/00000110.jpg,5,7
/f/fabric_store/00000113.jpg,4,9
/f/fabric_store/00000114.jpg,3,5
/f/fabric_store/00000115.jpg,1,7
/f/fabric_store/00000117.jpg,3,5
/f/fabric_store/00000121.jpg,3,5
/f/fabric_store/00000122.jpg,3,5
/f/fabric_store/00000125.jpg,3,3
/f/fabric_store/00000127.jpg,4,8
/f/fabric_store/00000128.jpg,3,6
/f/fabric_store/00000129.jpg,5,6
/f/fabric_store/00000133.jpg,5,5
/f/fabric_store/00000134.jpg,3,6
/f/fabric_store/00000138.jpg,3,6
/f/fabric_store/00000139.jpg,1,0
/f/fabric_store/00000141.jpg,5,2
