image,populated,shottype
/r/racecourse/00000001.jpg,4,9
/r/racecourse/00000002.jpg,3,5
/r/racecourse/00000003.jpg,4,8
/r/racecourse/00000004.jpg,5,6
/r/racecourse/00000005.jpg,4,8
/r/racecourse/00000006.jpg,5,6
/r/racecourse/00000007.jpg,5,8
/r/racecourse/00000008.jpg,1,8
/r/racecourse/00000010.jpg,4,8
/r/racecourse/00000011.jpg,3,5
/r/racecourse/00000012.jpg,4,8
/r/racecourse/00000013.jpg,5,5
/r/racecourse/00000014.jpg,5,2
/r_racecourse_00000014_ecu.jpg,999,1
/r/racecourse/00000015.jpg,5,5
/r/racecourse/00000016.jpg,5,5
/r/racecourse/00000017.jpg,5,0
/r/racecourse/00000018.jpg,5,7
/r/racecourse/00000020.jpg,5,5
/r/racecourse/00000021.jpg,5,8
/r/racecourse/00000022.jpg,2,9
/r/racecourse/00000023.jpg,4,9
/r/racecourse/00000024.jpg,4,7
/r/racecourse/00000025.jpg,5,5
/r/racecourse/00000026.jpg,4,7
/r/racecourse/00000027.jpg,1,8
/r/racecourse/00000028.jpg,5,8
/r/racecourse/00000029.jpg,4,8
/r/racecourse/00000030.jpg,5,6
/r/racecourse/00000031.jpg,5,6
/r/racecourse/00000032.jpg,5,2
/r/racecourse/00000033.jpg,5,9
/r/racecourse/00000034.jpg,5,3
/r/racecourse/00000035.jpg,5,5
/r/racecourse/00000036.jpg,4,2
/r/racecourse/00000037.jpg,3,5
/r/racecourse/00000038.jpg,5,7
/r/racecourse/00000039.jpg,4,8
/r/racecourse/00000041.jpg,5,6
/r/racecourse/00000042.jpg,1,7
/r/racecourse/00000043.jpg,5,8
/r/racecourse/00000044.jpg,4,7
/r/racecourse/00000045.jpg,5,8
/r/racecourse/00000046.jpg,5,6
/r/racecourse/00000047.jpg,3,7
/r/racecourse/00000048.jpg,5,6
/r/racecourse/00000049.jpg,3,7
/r/racecourse/00000050.jpg,1,7
/r/racecourse/00000051.jpg,1,8
/r/racecourse/00000052.jpg,5,6
/r/racecourse/00000053.jpg,4,8
/r/racecourse/00000054.jpg,4,8
/r/racecourse/00000055.jpg,3,5
/r/racecourse/00000056.jpg,4,9
/r/racecourse/00000057.jpg,4,7
/r/racecourse/00000058.jpg,5,0
/r/racecourse/00000059.jpg,4,0
/r/racecourse/00000060.jpg,3,8
/r/racecourse/00000061.jpg,3,5
/r/racecourse/00000062.jpg,4,8
/r/racecourse/00000063.jpg,3,8
/r/racecourse/00000064.jpg,5,6
/r/racecourse/00000065.jpg,1,8
/r/racecourse/00000066.jpg,3,8
/r/racecourse/00000067.jpg,5,2
/r/racecourse/00000068.jpg,5,7
/r/racecourse/00000069.jpg,3,6
/r/racecourse/00000070.jpg,5,8
/r/racecourse/00000071.jpg,5,5
/r/racecourse/00000072.jpg,4,9
/r/racecourse/00000073.jpg,4,8
/r/racecourse/00000074.jpg,5,7
/r/racecourse/00000075.jpg,1,3
/r/racecourse/00000076.jpg,5,9
/r/racecourse/00000077.jpg,5,8
/r/racecourse/00000079.jpg,5,8
/r/racecourse/00000080.jpg,4,8
/r/racecourse/00000081.jpg,5,8
/r/racecourse/00000082.jpg,3,5
/r/racecourse/00000083.jpg,5,9
/r/racecourse/00000084.jpg,5,7
/r/racecourse/00000085.jpg,5,6
/r/racecourse/00000086.jpg,5,6
/r/racecourse/00000087.jpg,5,6
/r/racecourse/00000088.jpg,3,7
/r/racecourse/00000089.jpg,5,6
/r/racecourse/00000090.jpg,4,9
/r/racecourse/00000091.jpg,3,7
/r/racecourse/00000094.jpg,3,8
/r/racecourse/00000095.jpg,4,7
/r/racecourse/00000096.jpg,4,7
/r/racecourse/00000097.jpg,5,8
/r/racecourse/00000098.jpg,1,8
/r/racecourse/00000099.jpg,4,8
/r/racecourse/00000100.jpg,1,7
/r/racecourse/00000101.jpg,5,8
/r/racecourse/00000102.jpg,5,6
/r/racecourse/00000103.jpg,5,7
/r/racecourse/00000104.jpg,3,6
/r/racecourse/00000105.jpg,5,7
/r/racecourse/00000106.jpg,3,5
/r/racecourse/00000107.jpg,5,9
/r/racecourse/00000108.jpg,1,8
/r/racecourse/00000109.jpg,3,5
/r/racecourse/00000110.jpg,5,5
/r/racecourse/00000111.jpg,5,9
/r/racecourse/00000112.jpg,3,5
/r/racecourse/00000113.jpg,5,8
/r/racecourse/00000114.jpg,5,5
/r/racecourse/00000115.jpg,3,7
/r/racecourse/00000116.jpg,4,7
/r/racecourse/00000117.jpg,5,8
/r/racecourse/00000118.jpg,5,7
/r/racecourse/00000119.jpg,3,5
/r/racecourse/00000120.jpg,3,7
/r/racecourse/00000121.jpg,5,7
/r/racecourse/00000122.jpg,5,9
/r/racecourse/00000123.jpg,5,8
/r/racecourse/00000124.jpg,5,6
/r/racecourse/00000125.jpg,3,6
/r/racecourse/00000126.jpg,5,4
/r/racecourse/00000127.jpg,5,5
/r/racecourse/00000128.jpg,5,6
/r/racecourse/00000130.jpg,4,8
/r/racecourse/00000131.jpg,3,7
/r/racecourse/00000132.jpg,3,6
/r/racecourse/00000133.jpg,4,8
/r/racecourse/00000134.jpg,4,9
/r/racecourse/00000135.jpg,5,5
/r/racecourse/00000136.jpg,4,7
/r/racecourse/00000137.jpg,5,7
/r/racecourse/00000138.jpg,5,6
/r/racecourse/00000139.jpg,5,7
/r/racecourse/00000140.jpg,5,6
/r/racecourse/00000141.jpg,5,8
/r/racecourse/00000142.jpg,1,0
/r/racecourse/00000143.jpg,5,7
/r/racecourse/00000144.jpg,4,8
/r/racecourse/00000145.jpg,5,8
/r/racecourse/00000146.jpg,3,8
/r/racecourse/00000147.jpg,4,9
/r/racecourse/00000148.jpg,1,8
/r/racecourse/00000149.jpg,4,8
/r/racecourse/00000150.jpg,4,9
/r/racecourse/00000151.jpg,3,5
/r/racecourse/00000152.jpg,4,9
/r/racecourse/00000153.jpg,3,8
/r/racecourse/00000154.jpg,3,7
/r/racecourse/00000155.jpg,4,9
/r/racecourse/00000156.jpg,3,5
/r/racecourse/00000157.jpg,5,5
/r/racecourse/00000158.jpg,3,8
/r/racecourse/00000159.jpg,5,7
/r/racecourse/00000161.jpg,5,6
/r/racecourse/00000162.jpg,5,8
/r/racecourse/00000163.jpg,1,7
/r/racecourse/00000164.jpg,5,9
/r/racecourse/00000165.jpg,5,8
/r/racecourse/00000166.jpg,5,8
/r/racecourse/00000167.jpg,5,6
/r/racecourse/00000168.jpg,5,7
/r/racecourse/00000169.jpg,5,8
/r/racecourse/00000170.jpg,3,5
/r/racecourse/00000171.jpg,5,9
/r/racecourse/00000172.jpg,5,8
/r/racecourse/00000173.jpg,1,8
/r/racecourse/00000174.jpg,5,8
/r/racecourse/00000175.jpg,5,8
/r/racecourse/00000176.jpg,1,8
/r/racecourse/00000177.jpg,3,7
/r/racecourse/00000178.jpg,5,6
/r/racecourse/00000179.jpg,1,8
/r/racecourse/00000181.jpg,5,8
/r/racecourse/00000182.jpg,4,8
/r/racecourse/00000183.jpg,5,5
/r/racecourse/00000184.jpg,5,6
/r/racecourse/00000185.jpg,4,6
/r/racecourse/00000186.jpg,4,8
/r/racecourse/00000187.jpg,2,9
/r/racecourse/00000188.jpg,4,8
/r/racecourse/00000189.jpg,4,8
/r/racecourse/00000190.jpg,1,8
/r/racecourse/00000191.jpg,5,8
/r/racecourse/00000192.jpg,4,5
/r/racecourse/00000194.jpg,3,5
/r/racecourse/00000195.jpg,4,9
/r/racecourse/00000196.jpg,5,8
/r/racecourse/00000197.jpg,5,6
/r/racecourse/00000198.jpg,5,6
/r/racecourse/00000199.jpg,4,8
/r/racecourse/00000200.jpg,3,5
/r/racecourse/00000201.jpg,3,7
/r/racecourse/00000202.jpg,5,8
/r/racecourse/00000203.jpg,5,6
/r/racecourse/00000204.jpg,5,9
/r/racecourse/00000205.jpg,5,0
/r/racecourse/00000206.jpg,1,8
/r/racecourse/00000207.jpg,4,7
/r/racecourse/00000208.jpg,3,7
/r/racecourse/00000209.jpg,3,5
/r/racecourse/00000210.jpg,4,8
/r/racecourse/00000211.jpg,5,6
/r/racecourse/00000212.jpg,5,8
/r/racecourse/00000213.jpg,5,5
/r/racecourse/00000214.jpg,5,9
/r/racecourse/00000215.jpg,3,5
/r/racecourse/00000216.jpg,4,5
/r/racecourse/00000217.jpg,4,8
/r/racecourse/00000218.jpg,3,6
/r/racecourse/00000219.jpg,5,6
/r/racecourse/00000220.jpg,5,6
/r/racecourse/00000221.jpg,3,7
/r/racecourse/00000222.jpg,5,5
/r/racecourse/00000223.jpg,5,8
/r/racecourse/00000224.jpg,5,9
/r/racecourse/00000225.jpg,3,8
/r/racecourse/00000226.jpg,5,7
/r/racecourse/00000227.jpg,4,6
/r/racecourse/00000228.jpg,5,9
/r/racecourse/00000229.jpg,5,6
/r/racecourse/00000230.jpg,5,7
/r/racecourse/00000231.jpg,5,8
/r/racecourse/00000232.jpg,5,6
/r/racecourse/00000233.jpg,5,5
/r/racecourse/00000234.jpg,4,8
/r/racecourse/00000235.jpg,1,8
/r/racecourse/00000236.jpg,3,5
/r/racecourse/00000237.jpg,4,8
/r/racecourse/00000238.jpg,5,9
/r/racecourse/00000239.jpg,3,7
/r/racecourse/00000240.jpg,4,7
/r/racecourse/00000241.jpg,3,6
/r/racecourse/00000242.jpg,4,7
/r/racecourse/00000243.jpg,5,8
/r/racecourse/00000244.jpg,5,5
/r/racecourse/00000246.jpg,5,7
/r/racecourse/00000247.jpg,3,7
/r/racecourse/00000248.jpg,3,6
/r/racecourse/00000249.jpg,5,9
/r/racecourse/00000250.jpg,5,7
/r/racecourse/00000251.jpg,2,9
/r/racecourse/00000252.jpg,3,6
/r/racecourse/00000253.jpg,4,8
/r/racecourse/00000254.jpg,5,7
/r/racecourse/00000255.jpg,5,3
/r/racecourse/00000256.jpg,4,5
/r/racecourse/00000257.jpg,1,8
/r/racecourse/00000258.jpg,5,8
/r/racecourse/00000259.jpg,3,5
/r/racecourse/00000260.jpg,5,5
/r/racecourse/00000261.jpg,3,7
/r/racecourse/00000262.jpg,5,9
/r/racecourse/00000263.jpg,1,9
/r/racecourse/00000264.jpg,5,6
/r/racecourse/00000265.jpg,3,6
/r/racecourse/00000266.jpg,3,7
/r/racecourse/00000267.jpg,5,8
/r/racecourse/00000268.jpg,5,7
/r/racecourse/00000269.jpg,5,5
/r/racecourse/00000270.jpg,3,6
/r/racecourse/00000271.jpg,5,6
/r/racecourse/00000272.jpg,5,6
/r/racecourse/00000273.jpg,5,5
/r/racecourse/00000274.jpg,3,7
/r/racecourse/00000275.jpg,3,8
/r/racecourse/00000276.jpg,5,8
/r/racecourse/00000277.jpg,4,7
/r/racecourse/00000278.jpg,4,9
/r/racecourse/00000279.jpg,5,6
/r/racecourse/00000280.jpg,1,5
/r/racecourse/00000281.jpg,5,6
/r/racecourse/00000282.jpg,3,7
/r/racecourse/00000283.jpg,5,5
/r/racecourse/00000284.jpg,5,5
/r/racecourse/00000285.jpg,3,0
/r/racecourse/00000287.jpg,4,7
/r/racecourse/00000288.jpg,5,6
/r/racecourse/00000289.jpg,5,7
/r/racecourse/00000291.jpg,5,8
/r/racecourse/00000292.jpg,1,0
/r/racecourse/00000293.jpg,5,5
/r/racecourse/00000294.jpg,5,8
/r/racecourse/00000296.jpg,4,5
/r/racecourse/00000297.jpg,3,6
/r/racecourse/00000298.jpg,5,7
/r/racecourse/00000299.jpg,5,8
/r/racecourse/00000300.jpg,3,8
/r/racecourse/00000301.jpg,5,8
/r/racecourse/00000302.jpg,4,8
/r/racecourse/00000303.jpg,5,9
/r/racecourse/00000304.jpg,3,5
/r/racecourse/00000305.jpg,3,7
/r/racecourse/00000306.jpg,5,9
/r/racecourse/00000307.jpg,1,7
/r/racecourse/00000308.jpg,4,2
