image,populated,shottype
/j/jacuzzi/indoor/00000003.jpg,3,9
/j/jacuzzi/indoor/00000005.jpg,3,9
/j/jacuzzi/indoor/00000022.jpg,3,0
/j/jacuzzi/indoor/00000026.jpg,4,8
/j/jacuzzi/indoor/00000030.jpg,1,6
/j/jacuzzi/indoor/00000036.jpg,1,8
/j/jacuzzi/indoor/00000037.jpg,1,9
/j/jacuzzi/indoor/00000041.jpg,3,5
/j/jacuzzi/indoor/00000042.jpg,1,9
/j/jacuzzi/indoor/00000047.jpg,2,9
/j/jacuzzi/indoor/00000048.jpg,1,8
/j/jacuzzi/indoor/00000053.jpg,3,6
/j/jacuzzi/indoor/00000069.jpg,1,9
/j/jacuzzi/indoor/00000070.jpg,2,0
/j/jacuzzi/indoor/00000073.jpg,3,3
/j/jacuzzi/indoor/00000078.jpg,3,5
/j/jacuzzi/indoor/00000087.jpg,4,8
/j/jacuzzi/indoor/00000095.jpg,4,6
/j/jacuzzi/indoor/00000096.jpg,1,8
/j/jacuzzi/indoor/00000098.jpg,3,9
/j/jacuzzi/indoor/00000102.jpg,2,9
/j/jacuzzi/indoor/00000104.jpg,2,9
/j/jacuzzi/indoor/00000110.jpg,3,5
/j/jacuzzi/indoor/00000111.jpg,4,0
/j/jacuzzi/indoor/00000115.jpg,1,6
/j/jacuzzi/indoor/00000119.jpg,4,8
/j/jacuzzi/indoor/00000125.jpg,3,2
/j/jacuzzi/indoor/00000129.jpg,4,6
/j/jacuzzi/indoor/00000132.jpg,5,9
/j/jacuzzi/indoor/00000133.jpg,4,0
/j/jacuzzi/indoor/00000135.jpg,1,9
/j/jacuzzi/indoor/00000136.jpg,1,9
/j/jacuzzi/indoor/00000140.jpg,4,5
/j/jacuzzi/indoor/00000145.jpg,4,9
/j/jacuzzi/indoor/00000146.jpg,3,9
/j/jacuzzi/indoor/00000147.jpg,4,9
/j/jacuzzi/indoor/00000149.jpg,1,8
/j/jacuzzi/indoor/00000162.jpg,5,5
/j/jacuzzi/indoor/00000165.jpg,1,9
/j/jacuzzi/indoor/00000166.jpg,4,9
/j/jacuzzi/indoor/00000167.jpg,5,5
/j/jacuzzi/indoor/00000170.jpg,1,9
/j/jacuzzi/indoor/00000172.jpg,5,9
/j/jacuzzi/indoor/00000175.jpg,2,9
/j/jacuzzi/indoor/00000182.jpg,5,9
/j/jacuzzi/indoor/00000184.jpg,1,6
/j/jacuzzi/indoor/00000186.jpg,3,5
/j/jacuzzi/indoor/00000188.jpg,1,5
/j/jacuzzi/indoor/00000193.jpg,5,8
/j/jacuzzi/indoor/00000196.jpg,3,8
/j/jacuzzi/indoor/00000214.jpg,5,5
/j/jacuzzi/indoor/00000215.jpg,1,0
/j/jacuzzi/indoor/00000216.jpg,1,8
/j/jacuzzi/indoor/00000220.jpg,5,3
/j/jacuzzi/indoor/00000222.jpg,4,9
/j/jacuzzi/indoor/00000224.jpg,1,9
/j/jacuzzi/indoor/00000235.jpg,3,9
/j/jacuzzi/indoor/00000236.jpg,4,9
/j/jacuzzi/indoor/00000237.jpg,5,9
/j/jacuzzi/indoor/00000238.jpg,1,5
/j/jacuzzi/indoor/00000243.jpg,5,6
/j/jacuzzi/indoor/00000249.jpg,4,9
/j/jacuzzi/indoor/00000250.jpg,5,9
/j/jacuzzi/indoor/00000253.jpg,4,8
/j/jacuzzi/indoor/00000254.jpg,3,5
/j/jacuzzi/indoor/00000255.jpg,3,8
/j/jacuzzi/indoor/00000257.jpg,2,0
/j/jacuzzi/indoor/00000260.jpg,4,9
/j/jacuzzi/indoor/00000262.jpg,5,8
/j/jacuzzi/indoor/00000264.jpg,5,9
/j/jacuzzi/indoor/00000273.jpg,1,7
/j/jacuzzi/indoor/00000276.jpg,2,0
/j/jacuzzi/indoor/00000282.jpg,5,9
/j/jacuzzi/indoor/00000285.jpg,3,6
/j/jacuzzi/indoor/00000286.jpg,3,5
/j/jacuzzi/indoor/00000297.jpg,3,9
/j/jacuzzi/indoor/00000298.jpg,3,2
/j/jacuzzi/indoor/00000299.jpg,3,6
/j/jacuzzi/indoor/00000301.jpg,1,0
/j/jacuzzi/indoor/00000303.jpg,4,5
/j/jacuzzi/indoor/00000305.jpg,1,9
/j/jacuzzi/indoor/00000307.jpg,4,6
/j/jacuzzi/indoor/00000309.jpg,1,9
/j/jacuzzi/indoor/00000315.jpg,5,9
/j/jacuzzi/indoor/00000317.jpg,3,5
/j/jacuzzi/indoor/00000318.jpg,4,9
/j/jacuzzi/indoor/00000325.jpg,3,0
/j/jacuzzi/indoor/00000329.jpg,1,9
/j/jacuzzi/indoor/00000330.jpg,3,9
/j/jacuzzi/indoor/00000332.jpg,3,8
/j/jacuzzi/indoor/00000337.jpg,5,0
/j/jacuzzi/indoor/00000346.jpg,1,8
/j/jacuzzi/indoor/00000349.jpg,5,9
/j/jacuzzi/indoor/00000352.jpg,2,0
/j/jacuzzi/indoor/00000353.jpg,3,8
/j/jacuzzi/indoor/00000356.jpg,3,7
/j/jacuzzi/indoor/00000360.jpg,1,9
/j/jacuzzi/indoor/00000361.jpg,1,9
/j/jacuzzi/indoor/00000364.jpg,5,6
/j/jacuzzi/indoor/00000366.jpg,5,5
/j/jacuzzi/indoor/00000367.jpg,1,8
/j/jacuzzi/indoor/00000371.jpg,1,0
/j/jacuzzi/indoor/00000373.jpg,1,5
/j/jacuzzi/indoor/00000374.jpg,1,9
/j/jacuzzi/indoor/00000377.jpg,1,5
/j/jacuzzi/indoor/00000378.jpg,1,9
/j/jacuzzi/indoor/00000379.jpg,3,6
/j/jacuzzi/indoor/00000382.jpg,1,7
/j/jacuzzi/indoor/00000383.jpg,1,2
/j/jacuzzi/indoor/00000384.jpg,4,9
/j/jacuzzi/indoor/00000385.jpg,1,5
/j/jacuzzi/indoor/00000386.jpg,1,6
/j/jacuzzi/indoor/00000391.jpg,5,9
/j/jacuzzi/indoor/00000398.jpg,5,8
/j/jacuzzi/indoor/00000399.jpg,4,9
/j/jacuzzi/indoor/00000401.jpg,4,6
/j/jacuzzi/indoor/00000403.jpg,2,9
/j/jacuzzi/indoor/00000404.jpg,3,5
/j/jacuzzi/indoor/00000407.jpg,3,5
/j/jacuzzi/indoor/00000410.jpg,3,6
/j/jacuzzi/indoor/00000416.jpg,4,8
/j/jacuzzi/indoor/00000417.jpg,1,9
/j/jacuzzi/indoor/00000421.jpg,5,5
/j/jacuzzi/indoor/00000422.jpg,2,9
/j/jacuzzi/indoor/00000424.jpg,1,9
/j/jacuzzi/indoor/00000431.jpg,3,3
/j/jacuzzi/indoor/00000433.jpg,2,9
/j/jacuzzi/indoor/00000436.jpg,3,5
/j/jacuzzi/indoor/00000437.jpg,3,6
/j/jacuzzi/indoor/00000441.jpg,3,5
/j/jacuzzi/indoor/00000442.jpg,4,9
/j/jacuzzi/indoor/00000447.jpg,3,5
/j/jacuzzi/indoor/00000451.jpg,1,9
/j/jacuzzi/indoor/00000453.jpg,3,9
/j/jacuzzi/indoor/00000458.jpg,5,9
/j/jacuzzi/indoor/00000466.jpg,1,8
/j/jacuzzi/indoor/00000467.jpg,1,0
/j/jacuzzi/indoor/00000470.jpg,5,8
/j/jacuzzi/indoor/00000474.jpg,4,9
/j/jacuzzi/indoor/00000476.jpg,3,6
/j/jacuzzi/indoor/00000478.jpg,1,0
/j/jacuzzi/indoor/00000480.jpg,5,5
/j/jacuzzi/indoor/00000482.jpg,3,5
/j/jacuzzi/indoor/00000483.jpg,5,5
/j/jacuzzi/indoor/00000489.jpg,4,5
/j/jacuzzi/indoor/00000490.jpg,1,9
/j/jacuzzi/indoor/00000494.jpg,3,5
/j/jacuzzi/indoor/00000498.jpg,1,8
/j/jacuzzi/indoor/00000501.jpg,3,0
/j/jacuzzi/indoor/00000504.jpg,1,6
/j/jacuzzi/indoor/00000505.jpg,3,0
/j/jacuzzi/indoor/00000511.jpg,4,9
/j/jacuzzi/indoor/00000513.jpg,1,9
/j/jacuzzi/indoor/00000515.jpg,3,5
/j/jacuzzi/indoor/00000518.jpg,5,6
/j/jacuzzi/indoor/00000520.jpg,3,5
/j/jacuzzi/indoor/00000524.jpg,4,9
/j/jacuzzi/indoor/00000530.jpg,5,5
/j/jacuzzi/indoor/00000532.jpg,2,9
/j/jacuzzi/indoor/00000535.jpg,3,9
/j/jacuzzi/indoor/00000536.jpg,1,8
/j/jacuzzi/indoor/00000537.jpg,5,6
/j/jacuzzi/indoor/00000540.jpg,1,8
