image,populated,shottype
/n/natural_history_museum/00000001.jpg,3,5
/n/natural_history_museum/00000004.jpg,5,5
/n/natural_history_museum/00000007.jpg,1,8
/n/natural_history_museum/00000008.jpg,5,9
/n/natural_history_museum/00000010.jpg,5,9
/n/natural_history_museum/00000013.jpg,1,0
/n/natural_history_museum/00000014.jpg,4,6
/n/natural_history_museum/00000015.jpg,4,9
/n/natural_history_museum/00000016.jpg,5,9
/n/natural_history_museum/00000021.jpg,5,4
/n/natural_history_museum/00000022.jpg,4,9
/n/natural_history_museum/00000023.jpg,4,5
/n/natural_history_museum/00000024.jpg,5,6
/n/natural_history_museum/00000025.jpg,3,5
/n/natural_history_museum/00000026.jpg,4,6
/n/natural_history_museum/00000028.jpg,1,9
/n/natural_history_museum/00000029.jpg,3,0
/n/natural_history_museum/00000034.jpg,4,0
/n/natural_history_museum/00000035.jpg,1,5
/n/natural_history_museum/00000038.jpg,3,3
/n/natural_history_museum/00000040.jpg,1,9
/n/natural_history_museum/00000042.jpg,5,8
/n/natural_history_museum/00000046.jpg,1,9
/n/natural_history_museum/00000049.jpg,4,9
/n/natural_history_museum/00000051.jpg,5,9
/n/natural_history_museum/00000053.jpg,5,9
/n/natural_history_museum/00000054.jpg,3,6
/n/natural_history_museum/00000055.jpg,4,0
/n/natural_history_museum/00000058.jpg,5,7
/n/natural_history_museum/00000059.jpg,4,9
/n/natural_history_museum/00000062.jpg,4,9
/n/natural_history_museum/00000063.jpg,3,6
/n/natural_history_museum/00000066.jpg,4,9
/n/natural_history_museum/00000072.jpg,5,8
/n/natural_history_museum/00000073.jpg,5,5
/n/natural_history_museum/00000074.jpg,5,9
/n/natural_history_museum/00000076.jpg,5,9
/n/natural_history_museum/00000080.jpg,4,8
/n/natural_history_museum/00000088.jpg,1,9
/n/natural_history_museum/00000089.jpg,4,0
/n/natural_history_museum/00000095.jpg,3,9
/n/natural_history_museum/00000096.jpg,4,8
/n/natural_history_museum/00000098.jpg,4,8
/n/natural_history_museum/00000099.jpg,4,6
/n/natural_history_museum/00000100.jpg,4,9
/n/natural_history_museum/00000101.jpg,1,5
/n/natural_history_museum/00000102.jpg,5,0
/n/natural_history_museum/00000103.jpg,5,8
/n/natural_history_museum/00000104.jpg,5,9
/n/natural_history_museum/00000105.jpg,3,5
/n/natural_history_museum/00000108.jpg,3,8
/n/natural_history_museum/00000112.jpg,4,9
/n/natural_history_museum/00000113.jpg,5,5
/n/natural_history_museum/00000117.jpg,5,8
/n/natural_history_museum/00000120.jpg,4,8
/n/natural_history_museum/00000124.jpg,1,8
/n/natural_history_museum/00000125.jpg,4,8
/n/natural_history_museum/00000126.jpg,3,7
/n/natural_history_museum/00000127.jpg,5,7
/n/natural_history_museum/00000130.jpg,3,6
/n/natural_history_museum/00000132.jpg,3,6
