image,populated,shottype
/t/television_room/00000001.jpg,5,5
/t/television_room/00000003.jpg,1,8
/t/television_room/00000011.jpg,1,7
/t/television_room/00000034.jpg,4,5
/t/television_room/00000046.jpg,1,9
/t/television_room/00000048.jpg,1,0
/t/television_room/00000050.jpg,1,8
/t/television_room/00000058.jpg,4,9
/t/television_room/00000063.jpg,5,5
/t/television_room/00000069.jpg,3,5
/t/television_room/00000075.jpg,3,8
/t/television_room/00000079.jpg,5,7
/t/television_room/00000082.jpg,1,8
/t/television_room/00000085.jpg,1,8
/t/television_room/00000086.jpg,1,8
/t/television_room/00000093.jpg,4,0
/t/television_room/00000108.jpg,1,9
/t/television_room/00000114.jpg,3,2
/t/television_room/00000119.jpg,1,0
/t/television_room/00000120.jpg,1,9
/t/television_room/00000123.jpg,1,6
/t/television_room/00000132.jpg,4,8
/t/television_room/00000133.jpg,5,5
/t/television_room/00000135.jpg,1,8
/t/television_room/00000143.jpg,2,9
/t/television_room/00000144.jpg,2,9
/t/television_room/00000150.jpg,1,8
/t/television_room/00000154.jpg,1,8
/t/television_room/00000159.jpg,4,8
/t/television_room/00000160.jpg,2,0
/t/television_room/00000161.jpg,1,0
/t/television_room/00000164.jpg,4,0
/t/television_room/00000166.jpg,1,8
/t/television_room/00000174.jpg,1,8
/t/television_room/00000185.jpg,2,9
/t/television_room/00000186.jpg,4,5
/t/television_room/00000187.jpg,5,8
/t/television_room/00000189.jpg,1,9
/t/television_room/00000193.jpg,5,6
/t/television_room/00000196.jpg,5,8
/t/television_room/00000205.jpg,3,8
/t/television_room/00000207.jpg,2,9
/t/television_room/00000210.jpg,4,0
/t/television_room/00000221.jpg,1,9
/t/television_room/00000225.jpg,5,9
/t/television_room/00000227.jpg,3,5
/t/television_room/00000237.jpg,4,7
/t/television_room/00000266.jpg,1,8
/t/television_room/00000268.jpg,4,6
/t/television_room/00000272.jpg,3,5
/t/television_room/00000273.jpg,4,6
/t/television_room/00000274.jpg,4,9
/t/television_room/00000292.jpg,4,5
/t/television_room/00000302.jpg,2,0
/t/television_room/00000304.jpg,3,6
/t/television_room/00000308.jpg,1,8
/t/television_room/00000320.jpg,4,0
/t/television_room/00000334.jpg,1,8
/t/television_room/00000339.jpg,2,0
/t/television_room/00000341.jpg,2,0
/t/television_room/00000347.jpg,1,0
/t/television_room/00000348.jpg,1,9
/t/television_room/00000352.jpg,2,9
/t/television_room/00000353.jpg,1,8
/t/television_room/00000355.jpg,1,6
/t/television_room/00000360.jpg,1,8
/t/television_room/00000365.jpg,1,9
/t/television_room/00000389.jpg,1,6
/t/television_room/00000393.jpg,3,6
/t/television_room/00000394.jpg,5,6
/t/television_room/00000395.jpg,4,8
/t/television_room/00000398.jpg,1,7
/t/television_room/00000402.jpg,1,8
/t/television_room/00000403.jpg,5,8
/t/television_room/00000407.jpg,3,5
/t/television_room/00000417.jpg,1,9
/t/television_room/00000419.jpg,4,9
/t/television_room/00000422.jpg,4,6
/t/television_room/00000423.jpg,4,9
/t/television_room/00000425.jpg,4,8
/t/television_room/00000430.jpg,4,9
/t/television_room/00000433.jpg,1,8
/t/television_room/00000439.jpg,1,8
/t/television_room/00000442.jpg,4,5
/t/television_room/00000444.jpg,2,0
/t/television_room/00000447.jpg,1,5
/t/television_room/00000449.jpg,3,7
/t/television_room/00000454.jpg,1,8
/t/television_room/00000466.jpg,1,4
/t/television_room/00000473.jpg,1,9
/t/television_room/00000475.jpg,3,3
/t/television_room/00000478.jpg,1,9
/t/television_room/00000486.jpg,1,6
/t/television_room/00000488.jpg,1,8
/t/television_room/00000490.jpg,1,8
/t/television_room/00000491.jpg,1,9
/t/television_room/00000493.jpg,1,9
/t/television_room/00000494.jpg,1,0
/t/television_room/00000495.jpg,4,9
/t/television_room/00000497.jpg,5,5
/t/television_room/00000498.jpg,1,7
/t/television_room/00000499.jpg,1,6
/t/television_room/00000501.jpg,1,6
/t/television_room/00000504.jpg,5,7
/t/television_room/00000506.jpg,3,5
/t/television_room/00000507.jpg,5,6
/t/television_room/00000508.jpg,1,5
/t/television_room/00000514.jpg,1,0
/t/television_room/00000515.jpg,3,8
/t/television_room/00000517.jpg,1,9
/t/television_room/00000524.jpg,3,5
/t/television_room/00000527.jpg,1,9
/t/television_room/00000529.jpg,1,8
/t/television_room/00000542.jpg,4,8
/t/television_room/00000544.jpg,3,6
/t/television_room/00000548.jpg,3,5
/t/television_room/00000554.jpg,3,6
/t/television_room/00000562.jpg,4,9
/t/television_room/00000565.jpg,3,8
/t/television_room/00000571.jpg,5,7
/t/television_room/00000578.jpg,3,9
/t/television_room/00000582.jpg,1,9
/t/television_room/00000585.jpg,3,0
/t/television_room/00000589.jpg,1,8
/t/television_room/00000594.jpg,4,6
/t/television_room/00000603.jpg,4,9
/t/television_room/00000607.jpg,1,5
/t/television_room/00000610.jpg,1,0
/t/television_room/00000616.jpg,5,7
/t/television_room/00000620.jpg,4,8
/t/television_room/00000629.jpg,2,9
/t/television_room/00000630.jpg,1,8
/t/television_room/00000632.jpg,4,6
/t/television_room/00000636.jpg,4,8
/t/television_room/00000637.jpg,4,8
/t/television_room/00000647.jpg,4,9
/t/television_room/00000649.jpg,5,5
/t/television_room/00000657.jpg,2,9
/t/television_room/00000660.jpg,1,8
/t/television_room/00000676.jpg,2,9
/t/television_room/00000677.jpg,3,2
/t/television_room/00000679.jpg,5,6
/t/television_room/00000681.jpg,1,5
/t/television_room/00000685.jpg,2,0
/t/television_room/00000704.jpg,1,9
/t/television_room/00000714.jpg,4,9
/t/television_room/00000720.jpg,1,8
/t/television_room/00000725.jpg,4,9
/t/television_room/00000727.jpg,4,8
/t/television_room/00000728.jpg,1,9
/t/television_room/00000733.jpg,4,6
/t/television_room/00000736.jpg,1,8
/t/television_room/00000737.jpg,4,8
/t/television_room/00000756.jpg,1,0
/t/television_room/00000759.jpg,1,9
/t/television_room/00000765.jpg,1,8
/t/television_room/00000775.jpg,1,5
/t/television_room/00000777.jpg,1,9
/t/television_room/00000778.jpg,3,7
/t/television_room/00000790.jpg,3,8
/t/television_room/00000791.jpg,3,8
/t/television_room/00000797.jpg,2,9
/t/television_room/00000808.jpg,1,8
/t/television_room/00000810.jpg,2,9
/t/television_room/00000815.jpg,4,9
/t/television_room/00000819.jpg,1,9
/t/television_room/00000822.jpg,4,8
/t/television_room/00000823.jpg,3,6
/t/television_room/00000835.jpg,4,6
/t/television_room/00000839.jpg,5,5
/t/television_room/00000848.jpg,1,9
/t/television_room/00000852.jpg,1,6
/t/television_room/00000856.jpg,5,5
/t/television_room/00000866.jpg,4,8
/t/television_room/00000867.jpg,3,9
/t/television_room/00000872.jpg,4,9
