image,populated,shottype
/u/underwater/ocean_deep/00000002.jpg,5,5
/u/underwater/ocean_deep/00000004.jpg,3,0
/u/underwater/ocean_deep/00000007.jpg,1,0
/u/underwater/ocean_deep/00000012.jpg,3,8
/u/underwater/ocean_deep/00000022.jpg,2,9
/u/underwater/ocean_deep/00000030.jpg,3,0
/u/underwater/ocean_deep/00000044.jpg,3,8
/u/underwater/ocean_deep/00000047.jpg,3,8
/u/underwater/ocean_deep/00000048.jpg,3,5
/u/underwater/ocean_deep/00000050.jpg,3,5
/u/underwater/ocean_deep/00000051.jpg,1,9
/u/underwater/ocean_deep/00000057.jpg,1,8
/u/underwater/ocean_deep/00000058.jpg,3,8
/u/underwater/ocean_deep/00000059.jpg,1,8
/u/underwater/ocean_deep/00000062.jpg,1,0
/u/underwater/ocean_deep/00000064.jpg,2,9
/u/underwater/ocean_deep/00000067.jpg,3,8
/u/underwater/ocean_deep/00000070.jpg,3,0
/u/underwater/ocean_deep/00000084.jpg,3,5
/u/underwater/ocean_deep/00000097.jpg,3,8
/u/underwater/ocean_deep/00000100.jpg,3,5
/u/underwater/ocean_deep/00000108.jpg,3,9
/u/underwater/ocean_deep/00000113.jpg,3,7
/u/underwater/ocean_deep/00000125.jpg,3,9
/u/underwater/ocean_deep/00000134.jpg,3,0
/u/underwater/ocean_deep/00000139.jpg,3,8
/u/underwater/ocean_deep/00000144.jpg,3,5
/u/underwater/ocean_deep/00000145.jpg,1,9
/u/underwater/ocean_deep/00000146.jpg,3,5
/u/underwater/ocean_deep/00000147.jpg,3,2
/u/underwater/ocean_deep/00000148.jpg,2,9
/u/underwater/ocean_deep/00000150.jpg,5,7
/u/underwater/ocean_deep/00000152.jpg,3,8
/u/underwater/ocean_deep/00000153.jpg,3,7
/u/underwater/ocean_deep/00000154.jpg,1,9
/u/underwater/ocean_deep/00000161.jpg,4,9
/u/underwater/ocean_deep/00000164.jpg,5,8
/u/underwater/ocean_deep/00000167.jpg,3,7
/u/underwater/ocean_deep/00000175.jpg,3,0
/u/underwater/ocean_deep/00000186.jpg,3,4
/u/underwater/ocean_deep/00000187.jpg,1,9
/u/underwater/ocean_deep/00000191.jpg,2,9
/u/underwater/ocean_deep/00000194.jpg,3,5
/u/underwater/ocean_deep/00000199.jpg,3,8
/u/underwater/ocean_deep/00000201.jpg,1,9
/u/underwater/ocean_deep/00000210.jpg,3,8
/u/underwater/ocean_deep/00000212.jpg,1,0
/u/underwater/ocean_deep/00000226.jpg,4,9
/u/underwater/ocean_deep/00000229.jpg,3,2
/u/underwater/ocean_deep/00000234.jpg,3,5
/u/underwater/ocean_deep/00000243.jpg,3,8
/u/underwater/ocean_deep/00000247.jpg,3,7
/u/underwater/ocean_deep/00000249.jpg,3,5
/u/underwater/ocean_deep/00000251.jpg,3,0
/u/underwater/ocean_deep/00000260.jpg,3,9
/u/underwater/ocean_deep/00000269.jpg,2,9
/u/underwater/ocean_deep/00000283.jpg,2,9
/u/underwater/ocean_deep/00000287.jpg,5,9
/u/underwater/ocean_deep/00000288.jpg,3,0
/u/underwater/ocean_deep/00000303.jpg,5,9
/u/underwater/ocean_deep/00000313.jpg,2,9
/u/underwater/ocean_deep/00000324.jpg,5,6
/u/underwater/ocean_deep/00000329.jpg,5,9
/u/underwater/ocean_deep/00000333.jpg,3,8
/u/underwater/ocean_deep/00000342.jpg,3,4
/u/underwater/ocean_deep/00000343.jpg,4,0
/u/underwater/ocean_deep/00000356.jpg,1,9
/u/underwater/ocean_deep/00000357.jpg,3,5
/u/underwater/ocean_deep/00000363.jpg,3,2
/u_underwater_ocean_deep_00000363_ecu.jpg,999,1
