image,x,y,w,h
/n/natural_history_museum/00000001.jpg,206,133,81,97
/n/natural_history_museum/00000004.jpg,192,515,31,40
/n/natural_history_museum/00000007.jpg,172,169,24,33
/n/natural_history_museum/00000014.jpg,15,364,13,17
/n/natural_history_museum/00000021.jpg,73,332,74,103
/n/natural_history_museum/00000023.jpg,610,347,22,31
/n/natural_history_museum/00000024.jpg,752,391,11,13
/n/natural_history_museum/00000025.jpg,81,114,74,94
/n/natural_history_museum/00000026.jpg,291,166,35,48
/n/natural_history_museum/00000028.jpg,675,154,8,10
/n/natural_history_museum/00000035.jpg,746,360,20,25
/n/natural_history_museum/00000038.jpg,470,73,92,135
/n/natural_history_museum/00000042.jpg,546,187,13,17
/n/natural_history_museum/00000054.jpg,389,39,31,57
/n/natural_history_museum/00000058.jpg,125,205,37,48
/n/natural_history_museum/00000063.jpg,294,129,33,45
/n/natural_history_museum/00000073.jpg,526,363,11,14
/n/natural_history_museum/00000080.jpg,27,217,7,9
/n/natural_history_museum/00000096.jpg,54,233,12,20
/n/natural_history_museum/00000098.jpg,232,150,32,38
/n/natural_history_museum/00000099.jpg,364,397,8,11
/n/natural_history_museum/00000100.jpg,716,351,8,11
/n/natural_history_museum/00000101.jpg,796,292,37,46
/n/natural_history_museum/00000103.jpg,558,319,14,19
/n/natural_history_museum/00000105.jpg,315,85,86,104
/n/natural_history_museum/00000113.jpg,38,21,67,109
/n/natural_history_museum/00000117.jpg,643,288,11,13
/n/natural_history_museum/00000120.jpg,579,188,21,26
/n/natural_history_museum/00000130.jpg,142,45,60,77
/n/natural_history_museum/00000132.jpg,170,404,36,44
/n/natural_history_museum/00000135.jpg,241,405,33,39
/n/natural_history_museum/00000141.jpg,273,397,33,39
/n/natural_history_museum/00000142.jpg,0,25,396,469
/n/natural_history_museum/00000146.jpg,90,441,34,47
/n/natural_history_museum/00000147.jpg,135,195,42,56
/n/natural_history_museum/00000149.jpg,171,168,60,71
/n/natural_history_museum/00000152.jpg,15,97,11,13
/n/natural_history_museum/00000161.jpg,32,361,10,10
/n/natural_history_museum/00000166.jpg,594,273,9,14
/n/natural_history_museum/00000173.jpg,52,416,27,36
/n/natural_history_museum/00000178.jpg,625,280,18,36
/n/natural_history_museum/00000179.jpg,151,79,75,88
/n/natural_history_museum/00000188.jpg,541,78,133,199
/n/natural_history_museum/00000195.jpg,91,260,27,32
/n/natural_history_museum/00000196.jpg,497,436,6,9
/n/natural_history_museum/00000203.jpg,141,266,36,46
/n/natural_history_museum/00000209.jpg,455,613,17,31
/n/natural_history_museum/00000211.jpg,182,334,150,159
/n/natural_history_museum/00000213.jpg,231,64,17,21
/n/natural_history_museum/00000217.jpg,29,387,7,11
/n/natural_history_museum/00000218.jpg,468,536,10,12
/n/natural_history_museum/00000225.jpg,193,107,308,401
/n/natural_history_museum/00000229.jpg,523,72,17,23
/n/natural_history_museum/00000230.jpg,9,169,9,13
/n/natural_history_museum/00000243.jpg,15,273,39,44
/n/natural_history_museum/00000244.jpg,525,157,49,72
/n/natural_history_museum/00000248.jpg,665,450,19,24
/n/natural_history_museum/00000249.jpg,126,85,42,50
/n/natural_history_museum/00000257.jpg,342,278,31,38
/n/natural_history_museum/00000262.jpg,78,343,90,128
/n/natural_history_museum/00000267.jpg,277,494,50,65
/n/natural_history_museum/00000268.jpg,339,425,8,11
/n/natural_history_museum/00000276.jpg,224,188,178,215
/n/natural_history_museum/00000277.jpg,544,184,64,85
/n/natural_history_museum/00000279.jpg,533,452,12,13
/n/natural_history_museum/00000284.jpg,237,494,6,8
/n/natural_history_museum/00000294.jpg,370,253,10,13
/n/natural_history_museum/00000296.jpg,503,404,8,10
/n/natural_history_museum/00000308.jpg,142,294,11,13
