image,x,y,w,h
/c/cabin/outdoor/00000037.jpg,313,279,11,13
/c/cabin/outdoor/00000055.jpg,176,272,42,54
/c/cabin/outdoor/00000056.jpg,420,230,9,13
/c/cabin/outdoor/00000067.jpg,380,224,8,11
/c/cabin/outdoor/00000086.jpg,373,373,25,32
/c/cabin/outdoor/00000108.jpg,651,320,13,20
/c/cabin/outdoor/00000115.jpg,267,215,15,17
/c/cabin/outdoor/00000123.jpg,540,278,19,22
/c/cabin/outdoor/00000167.jpg,344,218,12,14
/c/cabin/outdoor/00000175.jpg,553,299,34,36
/c/cabin/outdoor/00000183.jpg,73,254,27,36
/c/cabin/outdoor/00000191.jpg,300,304,9,11
/c/cabin/outdoor/00000196.jpg,370,229,25,31
/c/cabin/outdoor/00000208.jpg,379,251,20,25
/c/cabin/outdoor/00000227.jpg,484,342,5,8
/c/cabin/outdoor/00000248.jpg,663,249,9,10
/c/cabin/outdoor/00000254.jpg,344,355,8,11
/c/cabin/outdoor/00000260.jpg,318,252,12,14
/c/cabin/outdoor/00000261.jpg,284,73,33,38
/c/cabin/outdoor/00000279.jpg,450,175,17,23
/c/cabin/outdoor/00000286.jpg,105,214,6,8
/c/cabin/outdoor/00000287.jpg,442,213,12,14
/c/cabin/outdoor/00000291.jpg,311,559,28,38
/c/cabin/outdoor/00000294.jpg,498,177,13,15
/c/cabin/outdoor/00000329.jpg,269,339,23,27
/c/cabin/outdoor/00000331.jpg,386,291,13,17
/c/cabin/outdoor/00000342.jpg,352,275,5,7
/c/cabin/outdoor/00000343.jpg,473,233,23,28
/c/cabin/outdoor/00000350.jpg,256,175,74,88
/c/cabin/outdoor/00000354.jpg,281,258,23,30
/c/cabin/outdoor/00000362.jpg,244,190,14,17
/c/cabin/outdoor/00000382.jpg,163,306,8,9
/c/cabin/outdoor/00000385.jpg,415,319,10,12
/c/cabin/outdoor/00000389.jpg,329,263,12,16
/c/cabin/outdoor/00000421.jpg,352,251,12,15
/c/cabin/outdoor/00000427.jpg,292,378,155,133
/c/cabin/outdoor/00000455.jpg,618,270,12,16
/c/cabin/outdoor/00000457.jpg,210,241,14,22
/c/cabin/outdoor/00000484.jpg,320,296,8,9
/c/cabin/outdoor/00000487.jpg,160,98,31,39
/c/cabin/outdoor/00000516.jpg,441,263,24,26
/c/cabin/outdoor/00000519.jpg,613,217,17,20
/c/cabin/outdoor/00000533.jpg,357,348,13,15
/c/cabin/outdoor/00000539.jpg,386,365,14,21
/c/cabin/outdoor/00000551.jpg,51,293,9,11
/c/cabin/outdoor/00000592.jpg,101,262,16,19
/c/cabin/outdoor/00000605.jpg,568,342,12,15
/c/cabin/outdoor/00000610.jpg,220,252,14,18
/c/cabin/outdoor/00000614.jpg,278,62,7,8
/c/cabin/outdoor/00000618.jpg,357,222,10,14
/c/cabin/outdoor/00000619.jpg,546,380,3,4
/c/cabin/outdoor/00000629.jpg,413,271,8,9
/c/cabin/outdoor/00000631.jpg,225,226,9,11
/c/cabin/outdoor/00000632.jpg,182,337,11,16
/c/cabin/outdoor/00000639.jpg,428,316,14,22
/c/cabin/outdoor/00000644.jpg,553,261,12,15
/c/cabin/outdoor/00000666.jpg,380,276,14,17
/c/cabin/outdoor/00000675.jpg,360,284,8,10
/c/cabin/outdoor/00000676.jpg,213,24,7,7
/c/cabin/outdoor/00000713.jpg,481,283,26,33
/c/cabin/outdoor/00000718.jpg,373,294,12,19
/c/cabin/outdoor/00000746.jpg,121,278,19,24
/c/cabin/outdoor/00000772.jpg,320,253,8,10
/c/cabin/outdoor/00000773.jpg,365,327,12,14
/c/cabin/outdoor/00000791.jpg,111,323,34,43
/c/cabin/outdoor/00000812.jpg,293,285,16,20
/c/cabin/outdoor/00000813.jpg,346,296,9,12
/c/cabin/outdoor/00000835.jpg,485,278,13,18
/c/cabin/outdoor/00000850.jpg,609,146,10,11
/c/cabin/outdoor/00000858.jpg,425,186,25,33
/c/cabin/outdoor/00000870.jpg,441,377,11,13
/c/cabin/outdoor/00000887.jpg,312,424,7,9
/c/cabin/outdoor/00000904.jpg,469,377,8,14
/c/cabin/outdoor/00000909.jpg,270,390,15,19
/c/cabin/outdoor/00000916.jpg,363,235,14,18
/c/cabin/outdoor/00000926.jpg,455,171,14,16
/c/cabin/outdoor/00000958.jpg,343,185,29,40
/c/cabin/outdoor/00000961.jpg,422,213,18,24
/c/cabin/outdoor/00000970.jpg,278,271,10,13
/c/cabin/outdoor/00000977.jpg,392,256,8,10
/c/cabin/outdoor/00000994.jpg,1,181,20,23
/c/cabin/outdoor/00000995.jpg,87,242,11,12
/c/cabin/outdoor/00001008.jpg,526,210,24,30
/c/cabin/outdoor/00001010.jpg,693,285,5,6
/c/cabin/outdoor/00001011.jpg,400,235,14,18
/c/cabin/outdoor/00001015.jpg,289,285,13,16
/c/cabin/outdoor/00001016.jpg,326,340,11,13
/c/cabin/outdoor/00001034.jpg,218,240,18,20
/c/cabin/outdoor/00001040.jpg,468,157,13,15
/c/cabin/outdoor/00001045.jpg,16,370,21,28
/c/cabin/outdoor/00001052.jpg,397,304,9,12
/c/cabin/outdoor/00001077.jpg,146,318,9,15
/c/cabin/outdoor/00001080.jpg,537,216,11,13
/c/cabin/outdoor/00001082.jpg,616,387,26,36
/c/cabin/outdoor/00001092.jpg,390,230,11,12
/c/cabin/outdoor/00001113.jpg,363,220,23,28
/c/cabin/outdoor/00001114.jpg,447,170,27,32
/c/cabin/outdoor/00001115.jpg,582,313,17,26
/c/cabin/outdoor/00001116.jpg,276,273,6,6
/c/cabin/outdoor/00001122.jpg,170,253,15,20
/c/cabin/outdoor/00001125.jpg,312,249,7,9
/c/cabin/outdoor/00001129.jpg,504,361,11,15
/c/cabin/outdoor/00001168.jpg,390,209,14,18
/c/cabin/outdoor/00001193.jpg,540,192,27,34
/c/cabin/outdoor/00001201.jpg,286,296,8,8
/c/cabin/outdoor/00001203.jpg,229,365,19,25
/c/cabin/outdoor/00001209.jpg,261,289,7,9
/c/cabin/outdoor/00001229.jpg,214,329,29,36
/c/cabin/outdoor/00001238.jpg,375,239,18,24
/c/cabin/outdoor/00001249.jpg,463,209,10,13
/c/cabin/outdoor/00001255.jpg,638,254,13,19
/c/cabin/outdoor/00001258.jpg,361,166,33,41
/c/cabin/outdoor/00001259.jpg,436,282,6,9
/c/cabin/outdoor/00001262.jpg,474,286,10,13
/c/cabin/outdoor/00001297.jpg,472,261,6,8
/c/cabin/outdoor/00001312.jpg,576,331,12,19
/c/cabin/outdoor/00001313.jpg,835,208,13,15
/c/cabin/outdoor/00001314.jpg,318,144,29,27
/c/cabin/outdoor/00001324.jpg,161,308,17,20
/c/cabin/outdoor/00001325.jpg,361,417,4,5
/c/cabin/outdoor/00001332.jpg,139,93,52,66
/c/cabin/outdoor/00001341.jpg,416,371,17,22
/c/cabin/outdoor/00001352.jpg,328,212,24,29
/c/cabin/outdoor/00001357.jpg,407,337,14,19
/c/cabin/outdoor/00001364.jpg,556,237,31,39
/c/cabin/outdoor/00001384.jpg,165,248,10,12
/c/cabin/outdoor/00001394.jpg,0,346,7,9
/c/cabin/outdoor/00001395.jpg,263,309,8,11
/c/cabin/outdoor/00001396.jpg,452,187,17,24
/c/cabin/outdoor/00001428.jpg,157,233,12,15
/c/cabin/outdoor/00001431.jpg,286,100,33,44
/c/cabin/outdoor/00001434.jpg,353,177,18,23
/c/cabin/outdoor/00001442.jpg,505,386,12,18
/c/cabin/outdoor/00001455.jpg,369,268,14,18
/c/cabin/outdoor/00001457.jpg,445,206,25,35
/c/cabin/outdoor/00001464.jpg,17,344,6,7
/c/cabin/outdoor/00001471.jpg,118,146,30,37
/c/cabin/outdoor/00001476.jpg,550,390,13,11
/c/cabin/outdoor/00001495.jpg,261,195,25,30
/c/cabin/outdoor/00001498.jpg,299,425,23,31
/c/cabin/outdoor/00001521.jpg,63,390,38,60
/c/cabin/outdoor/00001557.jpg,20,281,18,20
/c/cabin/outdoor/00001568.jpg,340,337,12,15
/c/cabin/outdoor/00001579.jpg,98,227,9,11
/c/cabin/outdoor/00001583.jpg,126,304,12,17
/c/cabin/outdoor/00001592.jpg,395,376,12,14
/c/cabin/outdoor/00001601.jpg,532,496,11,14
/c/cabin/outdoor/00001609.jpg,436,246,14,20
/c/cabin/outdoor/00001623.jpg,174,221,19,22
/c/cabin/outdoor/00001632.jpg,235,241,12,16
/c/cabin/outdoor/00001634.jpg,269,283,12,15
/c/cabin/outdoor/00001645.jpg,226,241,8,11
/c/cabin/outdoor/00001648.jpg,369,314,10,12
/c/cabin/outdoor/00001659.jpg,271,506,17,19
/c/cabin/outdoor/00001666.jpg,277,233,14,17
/c/cabin/outdoor/00001674.jpg,473,280,15,18
/c/cabin/outdoor/00001676.jpg,329,301,15,18
/c/cabin/outdoor/00001702.jpg,296,250,18,21
/c/cabin/outdoor/00001703.jpg,368,251,7,8
/c/cabin/outdoor/00001713.jpg,206,215,7,9
/c/cabin/outdoor/00001715.jpg,637,458,23,28
/c/cabin/outdoor/00001738.jpg,366,239,6,8
/c/cabin/outdoor/00001742.jpg,414,249,19,24
/c/cabin/outdoor/00001745.jpg,505,212,24,25
/c/cabin/outdoor/00001761.jpg,301,202,22,29
/c/cabin/outdoor/00001766.jpg,414,257,7,9
/c/cabin/outdoor/00001772.jpg,670,267,18,23
/c/cabin/outdoor/00001789.jpg,199,436,8,10
/c/cabin/outdoor/00001792.jpg,378,275,5,7
/c/cabin/outdoor/00001793.jpg,345,22,17,23
/c/cabin/outdoor/00001819.jpg,367,270,14,18
/c/cabin/outdoor/00001827.jpg,347,196,18,22
/c/cabin/outdoor/00001828.jpg,345,198,29,33
/c/cabin/outdoor/00001841.jpg,388,253,13,16
/c/cabin/outdoor/00001846.jpg,351,217,14,16
/c/cabin/outdoor/00001860.jpg,397,260,7,10
/c/cabin/outdoor/00001862.jpg,153,292,10,16
/c/cabin/outdoor/00001877.jpg,376,215,17,21
/c/cabin/outdoor/00001895.jpg,354,408,24,29
/c/cabin/outdoor/00001897.jpg,290,180,34,41
/c/cabin/outdoor/00001907.jpg,107,145,33,39
/c/cabin/outdoor/00001955.jpg,648,327,6,8
/c/cabin/outdoor/00001977.jpg,135,316,18,21
/c/cabin/outdoor/00001980.jpg,307,404,203,332
/c/cabin/outdoor/00001983.jpg,580,222,6,8
/c/cabin/outdoor/00001986.jpg,350,410,11,15
/c/cabin/outdoor/00001993.jpg,168,214,26,24
/c/cabin/outdoor/00002006.jpg,573,287,11,12
/c/cabin/outdoor/00002009.jpg,454,264,12,17
/c/cabin/outdoor/00002017.jpg,334,272,8,10
/c/cabin/outdoor/00002021.jpg,212,248,17,24
/c/cabin/outdoor/00002026.jpg,643,346,6,7
/c/cabin/outdoor/00002080.jpg,296,209,18,16
/c/cabin/outdoor/00002090.jpg,191,286,29,33
/c/cabin/outdoor/00002115.jpg,411,300,17,20
/c/cabin/outdoor/00002118.jpg,33,401,8,11
/c/cabin/outdoor/00002127.jpg,431,308,7,10
/c/cabin/outdoor/00002128.jpg,216,362,24,31
/c/cabin/outdoor/00002146.jpg,367,245,17,21
/c/cabin/outdoor/00002147.jpg,335,238,11,16
/c/cabin/outdoor/00002177.jpg,435,309,9,12
/c/cabin/outdoor/00002182.jpg,275,304,11,13
/c/cabin/outdoor/00002191.jpg,85,310,8,9
/c/cabin/outdoor/00002202.jpg,367,150,24,30
/c/cabin/outdoor/00002212.jpg,0,419,14,29
/c/cabin/outdoor/00002216.jpg,70,80,277,330
/c/cabin/outdoor/00002218.jpg,241,175,11,13
/c/cabin/outdoor/00002226.jpg,497,250,14,16
/c/cabin/outdoor/00002227.jpg,396,264,13,14
/c/cabin/outdoor/00002235.jpg,368,271,30,37
/c/cabin/outdoor/00002238.jpg,506,149,14,19
/c/cabin/outdoor/00002246.jpg,36,269,10,12
/c/cabin/outdoor/00002250.jpg,236,251,7,8
/c/cabin/outdoor/00002255.jpg,528,167,30,35
/c/cabin/outdoor/00002257.jpg,529,204,31,38
/c/cabin/outdoor/00002275.jpg,306,238,17,19
/c/cabin/outdoor/00002277.jpg,72,239,36,42
/c/cabin/outdoor/00002279.jpg,226,267,8,13
/c/cabin/outdoor/00002304.jpg,472,266,13,16
/c/cabin/outdoor/00002308.jpg,237,256,37,52
/c/cabin/outdoor/00002312.jpg,560,269,14,17
/c/cabin/outdoor/00002314.jpg,331,91,20,23
/c/cabin/outdoor/00002323.jpg,352,294,8,10
/c/cabin/outdoor/00002328.jpg,80,289,15,19
/c/cabin/outdoor/00002341.jpg,375,228,11,14
/c/cabin/outdoor/00002349.jpg,328,305,15,18
/c/cabin/outdoor/00002354.jpg,97,450,14,18
/c/cabin/outdoor/00002361.jpg,195,254,23,28
/c/cabin/outdoor/00002363.jpg,225,251,14,18
/c/cabin/outdoor/00002373.jpg,570,233,13,17
/c/cabin/outdoor/00002375.jpg,391,407,15,19
/c/cabin/outdoor/00002380.jpg,373,188,21,26
/c/cabin/outdoor/00002384.jpg,504,367,5,7
/c/cabin/outdoor/00002417.jpg,321,153,26,33
/c/cabin/outdoor/00002441.jpg,397,214,23,27
/c/cabin/outdoor/00002442.jpg,445,204,19,30
/c/cabin/outdoor/00002458.jpg,324,200,8,11
/c/cabin/outdoor/00002487.jpg,259,340,28,32
/c/cabin/outdoor/00002495.jpg,503,164,17,24
/c/cabin/outdoor/00002500.jpg,204,317,52,54
