image,x,y,w,h
/v/valley/00000033.jpg,108,214,186,260
/v/valley/00000045.jpg,121,303,19,26
/v/valley/00000047.jpg,187,316,12,11
/v/valley/00000064.jpg,175,179,19,22
/v/valley/00000089.jpg,0,249,36,92
/v/valley/00000100.jpg,146,200,22,26
/v/valley/00000113.jpg,255,224,24,30
/v/valley/00000118.jpg,246,61,60,66
/v/valley/00000148.jpg,218,159,41,48
/v/valley/00000154.jpg,99,62,50,58
/v/valley/00000156.jpg,423,148,47,59
/v/valley/00000157.jpg,341,168,32,44
/v/valley/00000181.jpg,619,396,10,11
/v/valley/00000187.jpg,249,156,30,37
/v/valley/00000205.jpg,315,244,7,7
/v/valley/00000212.jpg,681,381,9,17
/v/valley/00000220.jpg,302,141,131,175
/v/valley/00000227.jpg,185,188,9,12
/v/valley/00000231.jpg,522,165,28,33
/v/valley/00000233.jpg,367,112,69,93
/v/valley/00000235.jpg,386,292,9,10
/v/valley/00000236.jpg,256,129,31,41
/v/valley/00000238.jpg,337,311,14,18
/v/valley/00000239.jpg,287,271,36,44
/v/valley/00000243.jpg,99,389,29,37
/v/valley/00000247.jpg,123,262,17,26
/v/valley/00000267.jpg,136,216,16,21
/v/valley/00000271.jpg,235,330,6,7
/v/valley/00000283.jpg,335,179,113,131
/v/valley/00000286.jpg,197,212,36,41
/v/valley/00000311.jpg,294,186,24,38
/v/valley/00000323.jpg,347,113,76,90
/v/valley/00000324.jpg,403,149,28,37
/v/valley/00000326.jpg,571,450,22,27
/v/valley/00000334.jpg,176,110,105,126
/v/valley/00000348.jpg,534,139,26,40
/v/valley/00000362.jpg,100,190,4,6
/v/valley/00000378.jpg,115,493,49,63
/v/valley/00000383.jpg,220,101,35,43
/v/valley/00000392.jpg,117,22,58,64
/v/valley/00000407.jpg,259,152,12,20
/v/valley/00000412.jpg,241,121,72,84
/v/valley/00000440.jpg,326,252,27,34
/v/valley/00000448.jpg,293,168,14,19
/v/valley/00000458.jpg,561,200,14,20
/v/valley/00000478.jpg,136,163,10,11
/v/valley/00000504.jpg,76,230,24,30
/v/valley/00000538.jpg,165,267,20,24
/v/valley/00000541.jpg,406,138,36,46
/v/valley/00000542.jpg,497,222,22,32
/v/valley/00000569.jpg,242,79,71,99
/v/valley/00000582.jpg,517,293,13,24
/v/valley/00000618.jpg,567,191,24,29
/v/valley/00000629.jpg,241,264,20,24
/v/valley/00000630.jpg,230,319,49,60
/v/valley/00000663.jpg,440,103,51,61
/v/valley/00000671.jpg,43,53,48,60
/v/valley/00000674.jpg,317,506,7,8
/v/valley/00000685.jpg,331,218,19,23
/v/valley/00000687.jpg,631,277,17,18
/v/valley/00000708.jpg,377,90,18,28
/v/valley/00000730.jpg,341,216,28,36
/v/valley/00000736.jpg,143,207,186,237
/v/valley/00000751.jpg,165,302,5,6
/v/valley/00000764.jpg,333,222,10,13
/v/valley/00000782.jpg,129,334,7,8
/v/valley/00000789.jpg,303,329,60,99
/v/valley/00000806.jpg,344,311,63,112
/v/valley/00000807.jpg,262,294,28,33
/v/valley/00000809.jpg,77,131,35,44
/v/valley/00000816.jpg,73,448,3,4
/v/valley/00000829.jpg,471,146,31,42
/v/valley/00000891.jpg,432,140,61,83
/v/valley/00000899.jpg,528,166,16,18
/v/valley/00000907.jpg,52,316,16,19
/v/valley/00000912.jpg,154,103,54,69
/v/valley/00000917.jpg,515,333,11,12
/v/valley/00000931.jpg,322,237,6,7
/v/valley/00000940.jpg,422,215,13,15
/v/valley/00000941.jpg,295,205,22,28
/v/valley/00000968.jpg,599,310,147,201
/v/valley/00000984.jpg,222,178,38,46
/v/valley/00000987.jpg,257,198,10,12
/v/valley/00000990.jpg,389,408,9,11
