image,x,y,w,h
/l/lagoon/00000002.jpg,79,122,6,7
/l/lagoon/00000003.jpg,149,574,23,40
/l/lagoon/00000007.jpg,436,268,28,36
/l/lagoon/00000008.jpg,402,91,50,72
/l/lagoon/00000010.jpg,259,80,5,6
/l/lagoon/00000024.jpg,349,246,18,20
/l/lagoon/00000040.jpg,311,236,13,15
/l/lagoon/00000052.jpg,503,223,19,19
/l/lagoon/00000055.jpg,27,523,6,7
/l/lagoon/00000063.jpg,157,84,4,6
/l/lagoon/00000067.jpg,554,327,28,33
/l/lagoon/00000075.jpg,290,191,42,53
/l/lagoon/00000076.jpg,387,127,53,82
/l/lagoon/00000077.jpg,309,266,17,20
/l/lagoon/00000083.jpg,294,237,15,19
/l/lagoon/00000085.jpg,424,343,16,21
/l/lagoon/00000093.jpg,322,113,73,86
/l/lagoon/00000095.jpg,387,218,25,39
/l/lagoon/00000096.jpg,438,301,16,19
/l/lagoon/00000097.jpg,349,116,223,298
/l/lagoon/00000098.jpg,539,272,4,6
/l/lagoon/00000102.jpg,310,235,33,38
/l/lagoon/00000103.jpg,399,257,24,30
/l/lagoon/00000105.jpg,350,264,15,18
/l/lagoon/00000109.jpg,371,612,37,41
/l/lagoon/00000114.jpg,369,177,28,46
/l/lagoon/00000116.jpg,578,315,26,42
/l/lagoon/00000130.jpg,220,213,24,29
/l/lagoon/00000131.jpg,343,396,5,6
/l/lagoon/00000140.jpg,410,241,6,10
/l/lagoon/00000144.jpg,557,205,14,18
/l/lagoon/00000149.jpg,307,207,9,13
/l/lagoon/00000153.jpg,477,302,6,8
/l/lagoon/00000165.jpg,24,205,13,19
/l/lagoon/00000168.jpg,183,304,6,7
/l/lagoon/00000174.jpg,424,200,88,110
/l/lagoon/00000178.jpg,247,189,20,25
/l/lagoon/00000179.jpg,411,82,51,66
/l/lagoon/00000186.jpg,290,176,71,94
/l/lagoon/00000192.jpg,258,218,21,27
/l/lagoon/00000194.jpg,541,344,8,11
/l/lagoon/00000198.jpg,475,198,18,23
/l/lagoon/00000210.jpg,377,114,6,9
/l/lagoon/00000225.jpg,71,83,8,12
/l/lagoon/00000231.jpg,589,326,4,5
/l/lagoon/00000237.jpg,362,115,32,42
/l/lagoon/00000243.jpg,52,279,12,14
/l/lagoon/00000248.jpg,648,285,7,8
/l/lagoon/00000249.jpg,465,91,43,68
/l/lagoon/00000259.jpg,463,220,9,12
/l/lagoon/00000267.jpg,343,492,5,6
/l/lagoon/00000273.jpg,431,168,152,198
/l/lagoon/00000274.jpg,670,392,37,55
/l/lagoon/00000280.jpg,71,156,295,394
/l/lagoon/00000288.jpg,145,271,26,31
/l/lagoon/00000292.jpg,415,85,15,16
/l/lagoon/00000306.jpg,375,194,47,59
/l/lagoon/00000310.jpg,730,376,19,24
/l/lagoon/00000315.jpg,664,184,25,32
/l/lagoon/00000334.jpg,155,315,10,12
/l/lagoon/00000337.jpg,80,341,174,229
/l/lagoon/00000340.jpg,510,384,7,9
/l/lagoon/00000342.jpg,326,443,5,8
/l/lagoon/00000343.jpg,420,223,30,40
/l/lagoon/00000349.jpg,118,268,160,220
/l/lagoon/00000351.jpg,259,286,11,16
/l/lagoon/00000352.jpg,405,286,4,5
/l/lagoon/00000358.jpg,328,248,6,9
/l/lagoon/00000362.jpg,536,126,24,30
/l/lagoon/00000365.jpg,375,238,8,11
/l/lagoon/00000368.jpg,318,282,12,15
/l/lagoon/00000374.jpg,413,158,34,58
/l/lagoon/00000381.jpg,279,136,77,93
/l/lagoon/00000386.jpg,589,64,26,42
/l/lagoon/00000392.jpg,253,181,19,24
/l/lagoon/00000399.jpg,529,388,11,18
/l/lagoon/00000408.jpg,142,271,98,121
/l/lagoon/00000409.jpg,358,458,3,4
/l/lagoon/00000420.jpg,431,225,18,21
/l/lagoon/00000422.jpg,260,208,8,10
/l/lagoon/00000440.jpg,390,393,7,10
/l/lagoon/00000448.jpg,733,236,3,3
/l/lagoon/00000452.jpg,551,313,9,10
/l/lagoon/00000455.jpg,319,506,7,10
/l/lagoon/00000464.jpg,149,287,10,13
/l/lagoon/00000470.jpg,476,189,7,9
/l/lagoon/00000478.jpg,216,157,54,74
/l/lagoon/00000480.jpg,470,231,21,25
/l/lagoon/00000499.jpg,46,166,8,10
/l/lagoon/00000504.jpg,268,206,14,19
/l/lagoon/00000505.jpg,127,289,23,33
/l/lagoon/00000511.jpg,141,201,12,14
/l/lagoon/00000512.jpg,385,140,25,42
/l/lagoon/00000518.jpg,582,262,6,8
/l/lagoon/00000531.jpg,349,215,14,18
/l/lagoon/00000534.jpg,591,181,20,23
/l/lagoon/00000546.jpg,347,139,143,205
/l/lagoon/00000565.jpg,389,238,7,8
/l/lagoon/00000567.jpg,232,245,50,51
/l/lagoon/00000571.jpg,352,119,25,33
/l/lagoon/00000594.jpg,314,261,17,22
/l/lagoon/00000596.jpg,440,351,6,8
/l/lagoon/00000600.jpg,604,285,10,11
/l/lagoon/00000624.jpg,338,172,11,13
/l/lagoon/00000626.jpg,74,62,6,8
/l/lagoon/00000637.jpg,237,263,43,53
/l/lagoon/00000640.jpg,180,220,28,36
/l/lagoon/00000645.jpg,207,251,17,22
/l/lagoon/00000663.jpg,246,346,21,29
/l/lagoon/00000679.jpg,0,269,6,10
/l/lagoon/00000695.jpg,373,384,33,45
/l/lagoon/00000698.jpg,7,4,91,146
/l/lagoon/00000699.jpg,132,188,62,86
/l/lagoon/00000708.jpg,1,309,4,5
/l/lagoon/00000714.jpg,281,186,5,6
/l/lagoon/00000717.jpg,319,162,30,40
/l/lagoon/00000733.jpg,328,223,13,17
/l/lagoon/00000744.jpg,119,268,52,70
/l/lagoon/00000752.jpg,282,336,5,6
/l/lagoon/00000756.jpg,229,74,86,124
/l/lagoon/00000762.jpg,216,314,13,19
/l/lagoon/00000764.jpg,677,268,5,7
/l/lagoon/00000781.jpg,0,401,18,48
/l/lagoon/00000783.jpg,469,198,18,21
/l/lagoon/00000795.jpg,260,297,9,11
/l/lagoon/00000799.jpg,160,183,32,39
/l/lagoon/00000800.jpg,622,281,7,7
/l/lagoon/00000803.jpg,455,342,14,18
/l/lagoon/00000806.jpg,127,250,13,16
/l/lagoon/00000811.jpg,161,263,23,27
/l/lagoon/00000816.jpg,302,62,41,51
/l/lagoon/00000830.jpg,512,191,111,147
/l/lagoon/00000832.jpg,248,87,56,72
/l/lagoon/00000844.jpg,379,231,7,9
/l/lagoon/00000845.jpg,606,370,20,23
