image,x,y,w,h
/k/kasbah/00000006.jpg,329,340,235,120
/k/kasbah/00000008.jpg,252,542,9,12
/k/kasbah/00000019.jpg,87,244,12,13
/k/kasbah/00000026.jpg,21,218,21,24
/k/kasbah/00000028.jpg,71,338,18,21
/k/kasbah/00000030.jpg,335,505,22,27
/k/kasbah/00000033.jpg,142,138,22,32
/k/kasbah/00000036.jpg,217,407,27,33
/k/kasbah/00000039.jpg,322,109,39,46
/k/kasbah/00000046.jpg,632,121,40,70
/k/kasbah/00000054.jpg,8,473,8,11
/k/kasbah/00000057.jpg,63,530,9,15
/k/kasbah/00000061.jpg,131,92,41,52
/k/kasbah/00000084.jpg,389,338,8,10
/k/kasbah/00000088.jpg,605,348,6,8
/k/kasbah/00000108.jpg,332,326,10,14
/k/kasbah/00000110.jpg,450,189,19,26
/k/kasbah/00000111.jpg,303,383,6,7
/k/kasbah/00000117.jpg,651,271,8,12
/k/kasbah/00000119.jpg,60,353,17,20
/k/kasbah/00000128.jpg,380,384,28,36
/k/kasbah/00000134.jpg,377,334,8,10
/k/kasbah/00000138.jpg,354,179,10,17
/k/kasbah/00000139.jpg,112,389,4,5
/k/kasbah/00000146.jpg,575,362,10,15
/k/kasbah/00000153.jpg,28,419,12,16
/k/kasbah/00000162.jpg,381,148,32,41
/k/kasbah/00000166.jpg,21,373,99,138
/k/kasbah/00000181.jpg,351,523,10,15
/k/kasbah/00000194.jpg,476,411,222,100
/k/kasbah/00000212.jpg,357,234,7,8
/k/kasbah/00000221.jpg,139,176,197,268
/k/kasbah/00000222.jpg,599,452,7,10
/k/kasbah/00000224.jpg,525,315,18,22
/k/kasbah/00000235.jpg,294,292,68,67
/k/kasbah/00000236.jpg,169,189,8,11
/k/kasbah/00000243.jpg,168,382,7,8
/k/kasbah/00000245.jpg,140,225,29,35
/k/kasbah/00000247.jpg,133,230,16,18
/k/kasbah/00000248.jpg,383,58,25,27
/k/kasbah/00000273.jpg,17,365,5,7
/k/kasbah/00000274.jpg,259,453,3,4
/k/kasbah/00000281.jpg,516,336,9,11
/k/kasbah/00000285.jpg,67,362,11,15
/k/kasbah/00000289.jpg,19,318,11,11
/k/kasbah/00000309.jpg,167,352,16,20
/k/kasbah/00000312.jpg,472,350,31,33
/k/kasbah/00000313.jpg,301,612,8,11
/k/kasbah/00000324.jpg,481,303,34,50
/k/kasbah/00000340.jpg,319,409,4,6
/k/kasbah/00000345.jpg,205,371,14,12
/k/kasbah/00000350.jpg,620,261,5,6
/k/kasbah/00000354.jpg,368,228,24,32
/k/kasbah/00000357.jpg,27,342,9,13
/k/kasbah/00000360.jpg,259,101,7,9
/k/kasbah/00000367.jpg,228,202,30,37
