image,x,y,w,h
/j/jacuzzi/indoor/00000026.jpg,503,145,18,23
/j/jacuzzi/indoor/00000030.jpg,281,520,22,29
/j/jacuzzi/indoor/00000041.jpg,184,0,582,441
/j/jacuzzi/indoor/00000048.jpg,242,126,11,15
/j/jacuzzi/indoor/00000053.jpg,218,84,44,55
/j/jacuzzi/indoor/00000073.jpg,345,80,91,119
/j/jacuzzi/indoor/00000078.jpg,215,289,79,107
/j/jacuzzi/indoor/00000087.jpg,0,282,8,16
/j/jacuzzi/indoor/00000095.jpg,334,230,29,38
/j/jacuzzi/indoor/00000110.jpg,333,201,141,172
/j/jacuzzi/indoor/00000115.jpg,431,147,27,37
/j/jacuzzi/indoor/00000119.jpg,381,36,14,18
/j/jacuzzi/indoor/00000125.jpg,699,8,209,270
/j/jacuzzi/indoor/00000129.jpg,147,308,16,22
/j/jacuzzi/indoor/00000140.jpg,434,356,53,53
/j/jacuzzi/indoor/00000147.jpg,719,265,5,7
/j/jacuzzi/indoor/00000149.jpg,305,324,9,13
/j/jacuzzi/indoor/00000162.jpg,456,256,48,58
/j/jacuzzi/indoor/00000167.jpg,224,267,36,51
/j/jacuzzi/indoor/00000184.jpg,269,414,47,59
/j/jacuzzi/indoor/00000186.jpg,314,190,78,98
/j/jacuzzi/indoor/00000188.jpg,205,282,47,50
/j/jacuzzi/indoor/00000196.jpg,482,164,31,30
/j/jacuzzi/indoor/00000214.jpg,0,83,189,231
/j/jacuzzi/indoor/00000216.jpg,323,229,26,27
/j/jacuzzi/indoor/00000220.jpg,368,187,73,92
/j/jacuzzi/indoor/00000222.jpg,508,58,8,10
/j/jacuzzi/indoor/00000224.jpg,212,119,8,12
/j/jacuzzi/indoor/00000238.jpg,346,180,50,53
/j/jacuzzi/indoor/00000243.jpg,72,204,38,39
/j/jacuzzi/indoor/00000249.jpg,345,168,8,10
/j/jacuzzi/indoor/00000250.jpg,483,80,5,7
/j/jacuzzi/indoor/00000253.jpg,522,290,14,23
/j/jacuzzi/indoor/00000254.jpg,506,248,44,57
/j/jacuzzi/indoor/00000255.jpg,234,108,39,53
/j/jacuzzi/indoor/00000273.jpg,233,133,26,37
/j/jacuzzi/indoor/00000285.jpg,353,218,40,40
/j/jacuzzi/indoor/00000286.jpg,367,272,167,211
/j/jacuzzi/indoor/00000298.jpg,158,92,122,164
/j/jacuzzi/indoor/00000299.jpg,389,158,42,49
/j/jacuzzi/indoor/00000303.jpg,504,305,24,35
/j/jacuzzi/indoor/00000307.jpg,559,164,34,45
/j/jacuzzi/indoor/00000309.jpg,111,127,7,9
/j/jacuzzi/indoor/00000317.jpg,456,261,59,79
/j/jacuzzi/indoor/00000332.jpg,56,230,34,29
/j/jacuzzi/indoor/00000356.jpg,108,155,38,49
/j/jacuzzi/indoor/00000364.jpg,351,157,44,59
/j/jacuzzi/indoor/00000366.jpg,37,395,27,20
/j/jacuzzi/indoor/00000367.jpg,585,245,24,28
/j/jacuzzi/indoor/00000373.jpg,139,307,33,53
/j/jacuzzi/indoor/00000377.jpg,231,276,28,37
/j/jacuzzi/indoor/00000379.jpg,407,186,23,37
/j/jacuzzi/indoor/00000382.jpg,424,132,26,33
/j/jacuzzi/indoor/00000383.jpg,388,177,82,113
/j/jacuzzi/indoor/00000384.jpg,18,294,8,12
/j/jacuzzi/indoor/00000385.jpg,211,229,35,58
/j/jacuzzi/indoor/00000386.jpg,401,215,44,43
/j/jacuzzi/indoor/00000398.jpg,261,159,19,25
/j/jacuzzi/indoor/00000399.jpg,346,206,5,6
