image,x,y,w,h
/o/oast_house/00000006.jpg,277,224,12,15
/o/oast_house/00000016.jpg,7,349,11,14
/o/oast_house/00000030.jpg,666,327,12,15
/o/oast_house/00000041.jpg,45,195,8,12
/o/oast_house/00000064.jpg,481,65,38,52
/o/oast_house/00000070.jpg,539,273,13,17
/o/oast_house/00000083.jpg,785,388,6,8
/o/oast_house/00000094.jpg,129,588,15,18
/o/oast_house/00000102.jpg,390,241,13,17
/o/oast_house/00000120.jpg,582,174,104,94
/o/oast_house/00000130.jpg,353,388,16,19
/o/oast_house/00000144.jpg,242,337,13,22
/o/oast_house/00000156.jpg,322,209,23,30
/o/oast_house/00000158.jpg,493,411,5,6
/o/oast_house/00000182.jpg,513,89,97,130
/o/oast_house/00000196.jpg,177,85,93,118
/o/oast_house/00000220.jpg,355,272,40,54
/o/oast_house/00000235.jpg,345,402,7,10
/o/oast_house/00000252.jpg,199,323,14,19
/o/oast_house/00000264.jpg,88,277,10,15
/o/oast_house/00000267.jpg,223,419,9,10
/o/oast_house/00000277.jpg,97,226,5,6
/o/oast_house/00000285.jpg,284,281,30,39
/o/oast_house/00000296.jpg,462,72,17,22
/o/oast_house/00000301.jpg,46,315,9,14
/o/oast_house/00000303.jpg,310,526,15,18
/o/oast_house/00000307.jpg,120,306,4,5
/o/oast_house/00000320.jpg,494,175,23,30
/o/oast_house/00000331.jpg,595,324,6,9
/o/oast_house/00000347.jpg,286,290,15,17
/o/oast_house/00000353.jpg,391,283,9,11
/o/oast_house/00000390.jpg,60,499,12,12
/o/oast_house/00000392.jpg,342,234,30,35
/o/oast_house/00000398.jpg,397,341,8,10
/o/oast_house/00000416.jpg,311,389,6,8
/o/oast_house/00000431.jpg,664,329,3,4
/o/oast_house/00000433.jpg,136,270,19,20
/o/oast_house/00000437.jpg,179,418,7,8
/o/oast_house/00000447.jpg,642,228,58,93
/o/oast_house/00000448.jpg,392,221,5,7
/o/oast_house/00000454.jpg,277,345,10,14
/o/oast_house/00000503.jpg,461,310,11,12
/o/oast_house/00000512.jpg,485,227,44,61
/o/oast_house/00000515.jpg,290,88,37,44
/o/oast_house/00000526.jpg,191,370,12,16
/o/oast_house/00000528.jpg,554,339,5,6
/o/oast_house/00000540.jpg,207,426,8,13
/o/oast_house/00000545.jpg,173,294,13,14
/o/oast_house/00000547.jpg,106,293,61,78
/o/oast_house/00000548.jpg,391,246,17,23
/o/oast_house/00000554.jpg,695,417,18,29
/o/oast_house/00000557.jpg,648,406,8,10
/o/oast_house/00000571.jpg,281,278,19,23
/o/oast_house/00000578.jpg,190,289,13,21
/o/oast_house/00000586.jpg,167,338,9,13
/o/oast_house/00000605.jpg,50,420,16,18
/o/oast_house/00000616.jpg,49,315,10,11
/o/oast_house/00000629.jpg,216,255,8,10
/o/oast_house/00000645.jpg,670,353,9,14
/o/oast_house/00000667.jpg,7,466,5,5
/o/oast_house/00000724.jpg,72,450,8,9
/o/oast_house/00000741.jpg,583,265,8,14
/o/oast_house/00000743.jpg,71,368,29,47
/o/oast_house/00000769.jpg,483,94,15,22
/o/oast_house/00000774.jpg,529,386,10,12
/o/oast_house/00000782.jpg,67,444,34,44
/o/oast_house/00000788.jpg,170,224,111,182
/o/oast_house/00000803.jpg,253,204,8,10
/o/oast_house/00000806.jpg,717,269,5,6
/o/oast_house/00000810.jpg,194,412,6,7
/o/oast_house/00000811.jpg,412,506,8,16
/o/oast_house/00000814.jpg,678,274,20,24
/o/oast_house/00000819.jpg,272,475,16,22
/o/oast_house/00000836.jpg,34,351,12,12
/o/oast_house/00000854.jpg,194,174,159,228
/o/oast_house/00000857.jpg,0,380,16,20
/o/oast_house/00000872.jpg,510,129,40,65
/o/oast_house/00000888.jpg,217,44,12,19
/o/oast_house/00000891.jpg,94,372,12,15
/o/oast_house/00000894.jpg,371,303,8,11
/o/oast_house/00000896.jpg,401,232,11,13
/o/oast_house/00000903.jpg,62,141,17,21
/o/oast_house/00000936.jpg,256,391,9,10
/o/oast_house/00000938.jpg,369,212,21,27
/o/oast_house/00000960.jpg,494,251,70,95
/o/oast_house/00000970.jpg,238,219,51,66
/o/oast_house/00000984.jpg,622,328,15,19
/o/oast_house/00000992.jpg,372,286,116,203
/o/oast_house/00000995.jpg,408,69,225,308
/o/oast_house/00001002.jpg,28,386,10,13
/o/oast_house/00001007.jpg,444,356,23,29
/o/oast_house/00001017.jpg,204,475,11,13
/o/oast_house/00001039.jpg,181,383,8,12
/o/oast_house/00001049.jpg,595,159,22,28
/o/oast_house/00001071.jpg,127,320,9,12
/o/oast_house/00001074.jpg,16,361,10,15
/o/oast_house/00001077.jpg,576,317,5,6
/o/oast_house/00001094.jpg,375,367,3,5
/o/oast_house/00001098.jpg,414,324,5,9
/o/oast_house/00001099.jpg,152,448,19,22
/o/oast_house/00001103.jpg,634,433,5,6
/o/oast_house/00001117.jpg,330,341,7,8
/o/oast_house/00001122.jpg,622,337,11,14
/o/oast_house/00001145.jpg,358,327,44,35
/o/oast_house/00001159.jpg,126,326,18,19
/o/oast_house/00001167.jpg,187,187,201,258
/o/oast_house/00001176.jpg,228,317,11,14
/o/oast_house/00001190.jpg,247,203,85,123
/o/oast_house/00001197.jpg,559,381,6,8
/o/oast_house/00001209.jpg,412,204,46,89
/o/oast_house/00001234.jpg,284,171,143,152
/o/oast_house/00001246.jpg,426,564,11,14
/o/oast_house/00001251.jpg,122,492,8,10
/o/oast_house/00001272.jpg,600,220,57,66
/o/oast_house/00001290.jpg,122,307,13,18
/o/oast_house/00001295.jpg,114,377,7,9
/o/oast_house/00001298.jpg,479,298,12,15
/o/oast_house/00001322.jpg,120,362,5,7
/o/oast_house/00001328.jpg,173,517,18,22
/o/oast_house/00001331.jpg,725,390,8,11
/o/oast_house/00001344.jpg,0,267,19,27
/o/oast_house/00001352.jpg,526,402,13,14
/o/oast_house/00001362.jpg,270,377,8,12
/o/oast_house/00001372.jpg,500,190,44,52
/o/oast_house/00001380.jpg,192,166,96,155
/o/oast_house/00001391.jpg,386,328,18,23
/o/oast_house/00001398.jpg,320,247,84,125
/o/oast_house/00001421.jpg,223,235,50,70
/o/oast_house/00001422.jpg,233,284,7,8
/o/oast_house/00001432.jpg,163,583,65,98
/o/oast_house/00001485.jpg,102,277,14,17
/o/oast_house/00001495.jpg,314,409,5,7
/o/oast_house/00001501.jpg,198,182,51,74
/o/oast_house/00001529.jpg,262,88,32,42
/o/oast_house/00001546.jpg,575,163,28,43
/o/oast_house/00001575.jpg,350,381,11,14
/o/oast_house/00001596.jpg,277,249,15,18
/o/oast_house/00001642.jpg,368,56,7,9
/o/oast_house/00001653.jpg,219,407,8,10
/o/oast_house/00001658.jpg,250,273,39,55
/o/oast_house/00001659.jpg,99,424,4,5
/o/oast_house/00001661.jpg,298,342,25,34
/o/oast_house/00001662.jpg,359,157,72,94
/o/oast_house/00001667.jpg,485,325,10,13
/o/oast_house/00001701.jpg,507,379,6,10
/o/oast_house/00001706.jpg,421,315,12,14
/o/oast_house/00001711.jpg,446,333,18,20
/o/oast_house/00001726.jpg,353,367,8,10
/o/oast_house/00001741.jpg,690,289,4,6
/o/oast_house/00001759.jpg,233,87,39,48
/o/oast_house/00001767.jpg,437,313,57,71
/o/oast_house/00001768.jpg,301,372,3,3
/o/oast_house/00001789.jpg,527,209,39,70
/o/oast_house/00001791.jpg,179,301,14,18
/o/oast_house/00001792.jpg,502,325,5,5
/o/oast_house/00001793.jpg,533,415,6,7
/o/oast_house/00001803.jpg,501,367,5,7
/o/oast_house/00001806.jpg,120,555,7,12
/o/oast_house/00001823.jpg,428,119,43,68
/o/oast_house/00001825.jpg,627,426,17,25
/o/oast_house/00001833.jpg,321,304,35,45
/o/oast_house/00001838.jpg,16,0,516,395
/o/oast_house/00001844.jpg,347,423,5,6
/o/oast_house/00001863.jpg,528,409,5,6
/o/oast_house/00001875.jpg,291,246,22,25
/o/oast_house/00001878.jpg,342,335,14,17
/o/oast_house/00001889.jpg,411,355,4,5
/o/oast_house/00001896.jpg,633,357,7,10
/o/oast_house/00001913.jpg,508,309,12,15
/o/oast_house/00001918.jpg,583,385,7,9
/o/oast_house/00001948.jpg,127,342,5,7
/o/oast_house/00001950.jpg,158,360,8,11
/o/oast_house/00001952.jpg,378,352,6,8
/o/oast_house/00001996.jpg,540,275,5,6
/o/oast_house/00001997.jpg,276,143,149,196
/o/oast_house/00001998.jpg,220,148,41,52
/o/oast_house/00002009.jpg,325,209,39,52
/o/oast_house/00002012.jpg,0,319,6,9
/o/oast_house/00002017.jpg,94,250,16,17
/o/oast_house/00002030.jpg,259,211,89,114
/o/oast_house/00002055.jpg,447,133,29,36
/o/oast_house/00002080.jpg,36,312,31,51
/o/oast_house/00002109.jpg,616,441,7,8
/o/oast_house/00002119.jpg,56,365,6,10
/o/oast_house/00002122.jpg,600,316,84,184
/o/oast_house/00002128.jpg,451,308,7,9
