image,x,y,w,h
/s/sandbox/00000001.jpg,632,81,58,93
/s/sandbox/00000003.jpg,205,152,60,72
/s/sandbox/00000004.jpg,227,187,44,63
/s/sandbox/00000006.jpg,541,62,173,178
/s/sandbox/00000007.jpg,312,142,86,94
/s/sandbox/00000008.jpg,338,196,46,62
/s/sandbox/00000009.jpg,313,64,121,145
/s/sandbox/00000010.jpg,256,131,74,91
/s/sandbox/00000011.jpg,354,141,54,60
/s/sandbox/00000012.jpg,267,31,48,52
/s/sandbox/00000013.jpg,319,94,92,123
/s/sandbox/00000014.jpg,305,34,100,152
/s/sandbox/00000015.jpg,287,375,41,49
/s/sandbox/00000016.jpg,249,253,25,25
/s/sandbox/00000017.jpg,415,209,33,50
/s/sandbox/00000019.jpg,212,68,34,38
/s/sandbox/00000020.jpg,383,54,83,105
/s/sandbox/00000021.jpg,196,152,82,82
/s/sandbox/00000022.jpg,374,144,28,32
/s/sandbox/00000023.jpg,114,65,128,191
/s/sandbox/00000024.jpg,161,301,172,210
/s/sandbox/00000026.jpg,401,69,59,75
/s/sandbox/00000027.jpg,128,107,79,90
/s/sandbox/00000028.jpg,394,242,7,11
/s/sandbox/00000030.jpg,89,72,37,49
/s/sandbox/00000031.jpg,210,109,105,136
/s/sandbox/00000032.jpg,306,209,37,45
/s/sandbox/00000033.jpg,345,78,69,80
/s/sandbox/00000034.jpg,556,3,117,155
/s/sandbox/00000035.jpg,585,111,60,53
/s/sandbox/00000039.jpg,325,128,78,98
/s/sandbox/00000041.jpg,283,304,21,26
/s/sandbox/00000042.jpg,491,193,60,48
/s/sandbox/00000044.jpg,93,529,30,37
/s/sandbox/00000045.jpg,244,43,71,84
/s/sandbox/00000046.jpg,122,83,104,137
/s/sandbox/00000047.jpg,0,281,197,229
/s/sandbox/00000048.jpg,0,0,29,49
/s/sandbox/00000049.jpg,368,121,148,139
/s/sandbox/00000050.jpg,74,226,35,48
/s/sandbox/00000051.jpg,136,176,37,34
/s/sandbox/00000052.jpg,204,88,90,71
/s/sandbox/00000053.jpg,444,32,52,69
/s/sandbox/00000054.jpg,460,246,12,18
/s/sandbox/00000055.jpg,202,133,98,134
/s/sandbox/00000056.jpg,144,166,112,101
/s/sandbox/00000058.jpg,105,9,24,33
/s/sandbox/00000059.jpg,97,182,12,17
/s/sandbox/00000061.jpg,145,174,79,79
/s/sandbox/00000062.jpg,561,83,68,79
/s/sandbox/00000063.jpg,322,162,111,109
/s/sandbox/00000064.jpg,62,119,54,64
/s/sandbox/00000065.jpg,0,290,144,173
/s/sandbox/00000066.jpg,608,74,35,45
/s/sandbox/00000067.jpg,390,128,33,38
/s/sandbox/00000068.jpg,191,394,282,246
/s/sandbox/00000069.jpg,314,91,82,78
/s/sandbox/00000070.jpg,316,115,68,88
/s/sandbox/00000072.jpg,202,150,45,55
/s/sandbox/00000073.jpg,495,416,38,52
/s/sandbox/00000074.jpg,244,303,103,106
/s/sandbox/00000075.jpg,277,0,89,77
/s/sandbox/00000076.jpg,274,195,117,132
/s/sandbox/00000077.jpg,383,90,64,70
/s/sandbox/00000078.jpg,467,0,129,168
/s/sandbox/00000079.jpg,777,108,40,45
/s/sandbox/00000080.jpg,198,134,29,35
/s/sandbox/00000081.jpg,178,10,229,277
/s/sandbox/00000082.jpg,271,161,51,52
/s/sandbox/00000083.jpg,66,63,137,179
/s/sandbox/00000084.jpg,179,140,130,171
/s/sandbox/00000085.jpg,484,248,39,48
/s/sandbox/00000086.jpg,107,132,46,61
/s/sandbox/00000087.jpg,133,149,37,62
/s/sandbox/00000088.jpg,229,254,55,67
/s/sandbox/00000089.jpg,190,178,103,124
/s/sandbox/00000092.jpg,188,128,99,111
/s/sandbox/00000094.jpg,291,146,76,96
/s/sandbox/00000095.jpg,160,61,59,99
/s/sandbox/00000096.jpg,249,169,17,23
/s/sandbox/00000097.jpg,235,134,69,86
/s/sandbox/00000098.jpg,38,256,61,41
/s/sandbox/00000099.jpg,568,76,67,90
/s/sandbox/00000100.jpg,351,274,182,154
/s/sandbox/00000101.jpg,360,174,20,25
/s/sandbox/00000102.jpg,101,96,129,171
/s/sandbox/00000103.jpg,241,157,40,43
/s/sandbox/00000104.jpg,370,222,34,40
/s/sandbox/00000105.jpg,293,176,102,107
/s/sandbox/00000106.jpg,515,18,39,53
/s/sandbox/00000108.jpg,87,201,111,90
/s/sandbox/00000109.jpg,239,239,34,23
/s/sandbox/00000110.jpg,69,44,26,42
/s/sandbox/00000111.jpg,424,138,98,126
/s/sandbox/00000112.jpg,418,150,79,105
/s/sandbox/00000113.jpg,173,175,17,28
/s/sandbox/00000114.jpg,145,214,64,97
/s/sandbox/00000115.jpg,405,53,58,65
/s/sandbox/00000116.jpg,181,261,63,49
/s/sandbox/00000117.jpg,458,180,108,104
/s/sandbox/00000118.jpg,353,146,62,69
/s/sandbox/00000119.jpg,272,77,76,88
/s/sandbox/00000120.jpg,147,74,88,106
/s/sandbox/00000121.jpg,478,97,59,67
/s/sandbox/00000122.jpg,116,38,72,92
/s/sandbox/00000123.jpg,235,106,63,63
/s/sandbox/00000124.jpg,502,258,30,38
/s/sandbox/00000125.jpg,457,0,180,168
/s/sandbox/00000126.jpg,265,78,126,152
/s/sandbox/00000127.jpg,405,155,42,50
/s/sandbox/00000128.jpg,157,119,129,156
/s/sandbox/00000129.jpg,382,110,62,78
/s/sandbox/00000130.jpg,381,199,174,165
/s/sandbox/00000131.jpg,582,190,45,59
/s/sandbox/00000133.jpg,276,135,185,191
/s/sandbox/00000134.jpg,233,99,79,91
/s/sandbox/00000136.jpg,332,95,123,131
/s/sandbox/00000137.jpg,254,170,27,29
/s/sandbox/00000138.jpg,153,381,261,198
/s/sandbox/00000141.jpg,272,0,118,122
/s/sandbox/00000142.jpg,243,99,123,163
/s/sandbox/00000143.jpg,278,241,37,45
/s/sandbox/00000144.jpg,58,229,33,29
/s/sandbox/00000145.jpg,162,203,75,64
