image,x,y,w,h
/y/yard/00000003.jpg,333,233,29,36
/y/yard/00000006.jpg,277,114,51,74
/y/yard/00000016.jpg,149,141,28,47
/y/yard/00000029.jpg,263,166,46,60
/y/yard/00000045.jpg,454,211,25,31
/y/yard/00000048.jpg,240,106,75,93
/y/yard/00000057.jpg,364,173,11,13
/y/yard/00000061.jpg,51,192,5,7
/y/yard/00000062.jpg,432,157,28,37
/y/yard/00000069.jpg,293,148,44,56
/y/yard/00000071.jpg,135,158,39,50
/y/yard/00000073.jpg,129,124,131,145
/y/yard/00000079.jpg,192,168,18,22
/y/yard/00000107.jpg,422,162,16,20
/y/yard/00000120.jpg,255,122,55,65
/y/yard/00000124.jpg,209,126,28,34
/y/yard/00000125.jpg,208,289,58,76
/y/yard/00000148.jpg,390,149,60,71
/y/yard/00000149.jpg,162,48,35,39
/y/yard/00000157.jpg,0,256,302,249
/y/yard/00000163.jpg,465,122,49,63
/y/yard/00000165.jpg,643,184,16,19
/y/yard/00000185.jpg,530,233,9,11
/y/yard/00000186.jpg,312,172,36,49
/y/yard/00000188.jpg,593,265,7,9
/y/yard/00000192.jpg,392,287,4,6
/y/yard/00000209.jpg,395,165,9,10
/y/yard/00000221.jpg,295,185,10,13
/y/yard/00000229.jpg,60,348,9,11
/y/yard/00000230.jpg,297,255,60,91
/y/yard/00000234.jpg,326,112,48,58
/y/yard/00000243.jpg,514,225,27,27
/y/yard/00000253.jpg,645,414,14,16
/y/yard/00000260.jpg,208,417,12,15
/y/yard/00000261.jpg,196,227,69,80
/y/yard/00000264.jpg,340,257,16,15
/y/yard/00000284.jpg,243,23,34,52
/y/yard/00000285.jpg,322,106,33,40
/y/yard/00000286.jpg,218,342,11,12
/y/yard/00000287.jpg,225,79,150,182
/y/yard/00000307.jpg,184,102,75,70
/y/yard/00000308.jpg,721,135,50,63
/y/yard/00000316.jpg,385,254,10,11
/y/yard/00000325.jpg,311,235,12,14
/y/yard/00000329.jpg,271,48,103,142
/y/yard/00000331.jpg,519,32,24,28
/y/yard/00000339.jpg,473,55,76,85
/y/yard/00000357.jpg,368,182,33,39
/y/yard/00000360.jpg,365,63,31,41
/y/yard/00000374.jpg,267,89,272,273
/y/yard/00000386.jpg,338,304,203,206
/y/yard/00000401.jpg,95,154,45,65
/y/yard/00000404.jpg,217,275,21,27
/y/yard/00000415.jpg,233,215,22,23
/y/yard/00000420.jpg,136,144,53,80
/y/yard/00000424.jpg,266,145,43,56
/y/yard/00000425.jpg,501,303,6,9
/y/yard/00000430.jpg,236,259,77,96
/y/yard/00000432.jpg,4,356,4,5
/y/yard/00000446.jpg,255,161,41,43
/y/yard/00000451.jpg,273,21,75,91
/y/yard/00000466.jpg,20,202,17,21
/y/yard/00000472.jpg,518,238,26,33
/y/yard/00000475.jpg,353,96,50,69
/y/yard/00000479.jpg,201,20,58,51
/y/yard/00000484.jpg,63,224,11,14
/y/yard/00000485.jpg,339,105,34,40
/y/yard/00000489.jpg,322,18,39,43
/y/yard/00000490.jpg,128,84,11,13
/y/yard/00000493.jpg,405,106,44,54
/y/yard/00000501.jpg,416,169,72,81
/y/yard/00000509.jpg,74,266,11,13
/y/yard/00000513.jpg,0,178,12,29
/y/yard/00000524.jpg,252,164,24,36
/y/yard/00000543.jpg,215,21,116,143
/y/yard/00000551.jpg,330,118,117,137
/y/yard/00000554.jpg,344,116,38,49
/y/yard/00000556.jpg,185,244,11,11
/y/yard/00000576.jpg,271,85,52,61
/y/yard/00000578.jpg,268,103,38,40
/y/yard/00000582.jpg,166,115,125,130
/y/yard/00000589.jpg,267,134,75,91
/y/yard/00000591.jpg,583,59,31,55
/y/yard/00000594.jpg,298,93,149,197
/y/yard/00000597.jpg,234,157,65,74
/y/yard/00000599.jpg,215,286,7,10
/y/yard/00000614.jpg,46,177,30,43
/y/yard/00000617.jpg,40,240,94,103
/y/yard/00000621.jpg,338,303,9,10
/y/yard/00000625.jpg,390,204,53,63
/y/yard/00000638.jpg,228,142,88,120
/y/yard/00000647.jpg,196,274,29,38
/y/yard/00000650.jpg,460,49,127,149
/y/yard/00000658.jpg,389,215,17,25
/y/yard/00000682.jpg,348,184,15,19
/y/yard/00000686.jpg,160,228,14,24
/y/yard/00000692.jpg,230,217,19,21
/y/yard/00000697.jpg,508,167,28,37
/y/yard/00000699.jpg,552,148,5,6
/y/yard/00000701.jpg,339,208,10,10
/y/yard/00000706.jpg,551,175,21,34
/y/yard/00000714.jpg,533,102,53,63
/y/yard/00000715.jpg,240,313,13,18
/y/yard/00000723.jpg,618,360,10,13
/y/yard/00000724.jpg,121,40,287,401
/y/yard/00000733.jpg,310,233,9,11
/y/yard/00000740.jpg,209,119,14,23
/y/yard/00000743.jpg,349,72,48,62
/y/yard/00000753.jpg,88,118,75,94
/y/yard/00000758.jpg,176,159,63,78
/y/yard/00000765.jpg,336,223,36,46
/y/yard/00000766.jpg,308,87,121,162
/y/yard/00000770.jpg,202,368,36,32
/y/yard/00000772.jpg,409,86,126,158
/y/yard/00000775.jpg,366,151,32,44
/y/yard/00000788.jpg,670,339,7,9
/y/yard/00000794.jpg,335,141,110,134
/y/yard/00000801.jpg,287,150,12,14
/y/yard/00000805.jpg,252,266,96,121
/y/yard/00000807.jpg,366,534,18,27
/y/yard/00000821.jpg,259,88,32,41
/y/yard/00000824.jpg,328,228,6,7
/y/yard/00000852.jpg,115,303,177,161
/y/yard/00000855.jpg,112,120,9,12
/y/yard/00000859.jpg,111,44,72,90
/y/yard/00000868.jpg,330,268,6,7
/y/yard/00000888.jpg,209,300,59,91
/y/yard/00000895.jpg,248,173,40,47
/y/yard/00000896.jpg,201,171,30,38
/y/yard/00000899.jpg,30,237,36,47
/y/yard/00000904.jpg,177,274,40,45
/y/yard/00000910.jpg,570,131,22,33
/y/yard/00000936.jpg,440,63,241,424
/y/yard/00000942.jpg,220,194,67,87
/y/yard/00000943.jpg,361,182,16,17
/y/yard/00000947.jpg,218,260,22,32
/y/yard/00000965.jpg,97,133,49,58
/y/yard/00000983.jpg,551,78,43,55
/y/yard/00000995.jpg,319,90,30,46
/y/yard/00000998.jpg,294,160,39,54
/y/yard/00001000.jpg,295,53,39,47
/y/yard/00001004.jpg,602,203,14,18
/y/yard/00001017.jpg,337,206,22,32
/y/yard/00001034.jpg,44,269,12,15
/y/yard/00001037.jpg,177,244,8,10
/y/yard/00001038.jpg,441,152,22,24
/y/yard/00001042.jpg,217,114,59,73
/y/yard/00001058.jpg,115,240,43,53
/y/yard/00001059.jpg,443,216,8,10
/y/yard/00001068.jpg,81,90,107,138
/y/yard/00001088.jpg,539,40,15,18
/y/yard/00001090.jpg,182,261,105,147
/y/yard/00001093.jpg,308,128,40,56
/y/yard/00001103.jpg,757,426,9,20
/y/yard/00001140.jpg,67,0,399,414
/y/yard/00001142.jpg,306,0,27,30
/y/yard/00001144.jpg,354,292,17,18
/y/yard/00001146.jpg,238,39,67,80
/y/yard/00001156.jpg,339,160,30,36
/y/yard/00001173.jpg,472,179,29,33
/y/yard/00001181.jpg,331,192,8,9
/y/yard/00001201.jpg,210,173,13,15
/y/yard/00001203.jpg,245,208,48,64
/y/yard/00001215.jpg,672,354,8,9
/y/yard/00001219.jpg,308,273,5,6
/y/yard/00001220.jpg,292,21,32,43
/y/yard/00001232.jpg,252,243,25,29
/y/yard/00001236.jpg,288,159,21,25
/y/yard/00001246.jpg,297,170,7,11
/y/yard/00001247.jpg,137,525,29,40
/y/yard/00001252.jpg,208,226,21,27
/y/yard/00001262.jpg,187,263,138,175
/y/yard/00001266.jpg,348,135,32,34
/y/yard/00001270.jpg,331,219,23,31
/y/yard/00001272.jpg,345,232,31,38
/y/yard/00001274.jpg,323,218,18,21
/y/yard/00001284.jpg,277,244,16,21
/y/yard/00001287.jpg,366,115,9,10
/y/yard/00001289.jpg,127,205,39,57
/y/yard/00001291.jpg,259,493,12,14
/y/yard/00001293.jpg,323,163,105,127
/y/yard/00001299.jpg,340,81,87,114
/y/yard/00001302.jpg,174,159,42,59
/y/yard/00001309.jpg,167,214,29,37
/y/yard/00001311.jpg,30,263,136,164
/y/yard/00001312.jpg,234,134,95,110
/y/yard/00001317.jpg,218,121,71,89
/y/yard/00001324.jpg,298,312,36,46
/y/yard/00001329.jpg,290,187,37,46
/y/yard/00001334.jpg,175,93,28,36
/y/yard/00001355.jpg,494,210,18,23
/y/yard/00001356.jpg,525,71,15,25
/y/yard/00001374.jpg,129,171,39,45
/y/yard/00001395.jpg,312,282,9,11
/y/yard/00001403.jpg,39,34,21,33
/y/yard/00001410.jpg,284,222,14,17
/y/yard/00001413.jpg,239,266,14,17
/y/yard/00001432.jpg,73,288,7,9
/y/yard/00001443.jpg,114,307,23,22
/y/yard/00001445.jpg,199,237,8,11
