image,x,y,w,h
/b/badlands/00000009.jpg,458,180,9,14
/b/badlands/00000026.jpg,346,304,51,73
/b/badlands/00000034.jpg,340,128,25,32
/b/badlands/00000036.jpg,324,207,15,17
/b/badlands/00000046.jpg,472,267,9,12
/b/badlands/00000049.jpg,262,413,24,27
/b/badlands/00000051.jpg,294,158,35,43
/b/badlands/00000052.jpg,193,185,27,30
/b/badlands/00000074.jpg,367,222,29,33
/b/badlands/00000076.jpg,338,93,162,158
/b/badlands/00000086.jpg,393,222,15,18
/b/badlands/00000095.jpg,161,257,18,22
/b/badlands/00000111.jpg,5,172,19,19
/b/badlands/00000119.jpg,549,149,22,30
/b/badlands/00000127.jpg,278,307,11,16
/b/badlands/00000133.jpg,254,414,38,60
/b/badlands/00000134.jpg,656,186,47,56
/b/badlands/00000140.jpg,184,306,27,36
/b/badlands/00000141.jpg,207,61,33,49
/b/badlands/00000156.jpg,318,165,12,17
/b/badlands/00000163.jpg,58,579,41,46
/b/badlands/00000190.jpg,549,337,6,9
/b/badlands/00000196.jpg,407,166,155,173
/b/badlands/00000201.jpg,131,297,17,22
/b/badlands/00000219.jpg,290,88,11,11
/b/badlands/00000222.jpg,308,280,97,128
/b/badlands/00000227.jpg,428,191,26,35
/b/badlands/00000257.jpg,482,337,6,9
/b/badlands/00000261.jpg,312,94,17,20
/b/badlands/00000290.jpg,6,164,3,4
/b/badlands/00000324.jpg,560,311,22,30
/b/badlands/00000354.jpg,57,144,36,44
/b/badlands/00000360.jpg,257,209,80,117
/b/badlands/00000362.jpg,220,187,34,48
/b/badlands/00000371.jpg,318,299,41,45
/b/badlands/00000372.jpg,286,347,9,11
/b/badlands/00000375.jpg,196,209,42,63
/b/badlands/00000387.jpg,328,235,31,44
/b/badlands/00000398.jpg,557,211,33,46
/b/badlands/00000404.jpg,581,220,13,19
/b/badlands/00000417.jpg,235,113,37,56
/b/badlands/00000443.jpg,399,429,14,16
/b/badlands/00000463.jpg,204,167,134,184
/b/badlands/00000464.jpg,377,160,29,35
/b/badlands/00000479.jpg,184,193,16,23
/b/badlands/00000483.jpg,298,191,24,33
/b/badlands/00000488.jpg,89,268,49,61
/b/badlands/00000492.jpg,348,305,17,23
/b/badlands/00000522.jpg,327,275,6,8
/b/badlands/00000528.jpg,144,567,115,117
/b/badlands/00000531.jpg,136,299,122,151
/b/badlands/00000545.jpg,130,148,51,65
/b/badlands/00000557.jpg,358,251,9,11
/b/badlands/00000566.jpg,563,0,124,141
/b/badlands/00000572.jpg,179,180,17,21
/b/badlands/00000580.jpg,295,307,52,67
/b/badlands/00000585.jpg,14,290,12,17
/b/badlands/00000606.jpg,580,391,7,9
/b/badlands/00000615.jpg,382,94,27,32
/b/badlands/00000621.jpg,268,44,22,30
/b/badlands/00000625.jpg,366,381,4,6
/b/badlands/00000631.jpg,272,170,160,213
/b/badlands/00000635.jpg,188,394,20,25
/b/badlands/00000647.jpg,278,150,61,70
/b/badlands/00000648.jpg,480,217,7,8
/b/badlands/00000655.jpg,319,186,52,67
/b/badlands/00000698.jpg,451,141,25,30
/b/badlands/00000707.jpg,255,86,63,77
/b/badlands/00000709.jpg,403,108,6,8
/b/badlands/00000712.jpg,606,70,7,8
/b/badlands/00000719.jpg,211,339,6,8
/b/badlands/00000756.jpg,225,527,7,10
/b/badlands/00000771.jpg,24,356,17,28
/b/badlands/00000772.jpg,250,167,63,78
/b/badlands/00000790.jpg,304,249,18,25
/b/badlands/00000795.jpg,335,149,11,14
/b/badlands/00000809.jpg,276,286,44,60
/b/badlands/00000812.jpg,154,198,4,5
/b/badlands/00000813.jpg,551,116,96,125
/b/badlands/00000819.jpg,367,43,55,63
/b/badlands/00000830.jpg,198,115,23,29
/b/badlands/00000836.jpg,438,182,18,27
/b/badlands/00000837.jpg,386,56,15,20
/b/badlands/00000840.jpg,159,219,16,17
/b/badlands/00000842.jpg,132,109,9,11
/b/badlands/00000844.jpg,250,372,18,23
/b/badlands/00000845.jpg,358,316,46,56
/b/badlands/00000847.jpg,173,88,36,45
/b/badlands/00000853.jpg,218,81,27,39
/b/badlands/00000860.jpg,241,182,15,25
/b/badlands/00000866.jpg,409,270,20,24
/b/badlands/00000877.jpg,432,237,33,36
/b/badlands/00000884.jpg,150,191,51,60
/b/badlands/00000911.jpg,549,70,88,119
/b/badlands/00000915.jpg,431,104,9,9
/b/badlands/00000916.jpg,336,243,8,9
/b/badlands/00000917.jpg,249,256,50,57
/b/badlands/00000941.jpg,312,121,80,103
/b/badlands/00000951.jpg,328,437,15,19
/b/badlands/00000955.jpg,623,322,23,36
/b/badlands/00000992.jpg,617,251,41,42
/b/badlands/00000993.jpg,309,298,7,8
/b/badlands/00001000.jpg,74,12,12,20
/b/badlands/00001009.jpg,527,252,29,37
/b/badlands/00001013.jpg,432,126,22,27
/b/badlands/00001034.jpg,307,398,43,64
/b/badlands/00001049.jpg,288,50,36,42
/b/badlands/00001069.jpg,583,173,40,50
/b/badlands/00001074.jpg,394,214,10,11
/b/badlands/00001100.jpg,152,142,111,143
/b/badlands/00001104.jpg,386,150,30,34
/b/badlands/00001106.jpg,358,185,40,45
/b/badlands/00001123.jpg,302,203,42,51
/b/badlands/00001125.jpg,382,341,10,12
/b/badlands/00001135.jpg,220,134,107,181
/b/badlands/00001150.jpg,121,192,37,46
/b/badlands/00001170.jpg,679,215,12,14
/b/badlands/00001173.jpg,471,589,40,93
/b/badlands/00001193.jpg,561,302,11,14
/b/badlands/00001197.jpg,309,154,37,45
/b/badlands/00001199.jpg,483,211,21,25
/b/badlands/00001202.jpg,472,75,79,80
/b/badlands/00001226.jpg,169,317,7,10
/b/badlands/00001228.jpg,306,575,82,104
/b/badlands/00001233.jpg,324,181,36,48
/b/badlands/00001235.jpg,173,251,62,76
/b/badlands/00001243.jpg,282,160,128,179
/b/badlands/00001258.jpg,661,198,24,28
/b/badlands/00001260.jpg,203,218,16,20
/b/badlands/00001265.jpg,228,123,60,75
/b/badlands/00001266.jpg,379,170,50,58
/b/badlands/00001272.jpg,475,137,47,72
/b/badlands/00001304.jpg,358,356,22,26
/b/badlands/00001316.jpg,331,237,22,28
/b/badlands/00001323.jpg,189,270,12,15
/b/badlands/00001329.jpg,546,164,17,22
/b/badlands/00001332.jpg,654,259,22,28
/b/badlands/00001335.jpg,300,212,11,14
/b/badlands/00001356.jpg,317,207,17,19
/b/badlands/00001370.jpg,329,198,12,15
/b/badlands/00001375.jpg,282,164,97,125
/b/badlands/00001385.jpg,367,307,15,18
/b/badlands/00001387.jpg,281,209,43,59
/b/badlands/00001388.jpg,285,215,5,6
/b/badlands/00001389.jpg,279,51,40,47
/b/badlands/00001390.jpg,386,253,22,27
/b/badlands/00001439.jpg,346,172,39,45
/b/badlands/00001441.jpg,347,128,35,42
/b/badlands/00001445.jpg,134,63,102,124
/b/badlands/00001460.jpg,131,235,83,133
/b/badlands/00001465.jpg,170,311,7,9
/b/badlands/00001486.jpg,170,196,22,28
/b/badlands/00001502.jpg,108,264,8,10
/b/badlands/00001506.jpg,459,202,21,23
/b/badlands/00001510.jpg,203,285,45,42
/b/badlands/00001520.jpg,275,118,39,46
/b/badlands/00001529.jpg,336,335,67,86
/b/badlands/00001531.jpg,376,341,4,4
/b/badlands/00001535.jpg,598,85,20,25
/b/badlands/00001538.jpg,393,289,23,28
/b/badlands/00001546.jpg,402,113,86,107
/b/badlands/00001550.jpg,150,222,42,53
/b/badlands/00001562.jpg,185,177,37,48
/b/badlands/00001576.jpg,99,199,100,121
/b/badlands/00001581.jpg,129,275,31,32
/b/badlands/00001591.jpg,215,379,5,6
/b/badlands/00001600.jpg,239,294,28,18
/b/badlands/00001606.jpg,645,220,26,27
/b/badlands/00001628.jpg,329,261,6,8
/b/badlands/00001634.jpg,504,226,19,26
/b/badlands/00001654.jpg,191,71,166,224
/b/badlands/00001658.jpg,335,257,26,31
/b/badlands/00001659.jpg,451,155,25,29
/b/badlands/00001670.jpg,360,139,39,44
/b/badlands/00001690.jpg,426,256,18,24
/b/badlands/00001691.jpg,352,338,38,47
/b/badlands/00001695.jpg,206,164,59,81
/b/badlands/00001700.jpg,522,108,5,6
/b/badlands/00001716.jpg,730,197,11,14
/b/badlands/00001721.jpg,338,190,17,20
/b/badlands/00001722.jpg,103,59,40,51
/b/badlands/00001723.jpg,573,161,34,38
/b/badlands/00001728.jpg,413,219,23,26
/b/badlands/00001729.jpg,352,291,19,22
/b/badlands/00001735.jpg,402,226,11,16
